ValueDate,MVA,MVAr,MW
2026-03-02T20:45:00+00:00,8.166,0.353,-8.506
2026-03-02T20:50:00+00:00,8.081,0.356,-8.383
2026-03-02T20:55:00+00:00,8.159,0.41,-8.516
2026-03-02T21:00:00+00:00,8.044,0.387,-8.398
2026-03-02T21:05:00+00:00,8.0,0.226,-8.4
2026-03-02T21:10:00+00:00,7.924,0.339,-8.316
2026-03-02T21:15:00+00:00,7.954,0.25,-8.338
2026-03-02T21:20:00+00:00,7.853,0.134,-8.296
2026-03-02T21:25:00+00:00,7.828,0.362,-8.208
2026-03-02T21:30:00+00:00,6.851,0.414,-7.151
2026-03-02T21:35:00+00:00,7.773,0.392,-8.122
2026-03-02T21:40:00+00:00,7.67,0.406,-8.006
2026-03-02T21:45:00+00:00,7.682,0.324,-8.032
2026-03-02T21:50:00+00:00,7.627,0.395,-7.962
2026-03-02T21:55:00+00:00,7.562,0.411,-7.956
2026-03-02T22:00:00+00:00,7.526,0.288,-7.858
2026-03-02T22:05:00+00:00,7.343,0.507,-7.606
2026-03-02T22:10:00+00:00,7.179,0.555,-7.397
2026-03-02T22:15:00+00:00,7.265,0.529,-7.488
2026-03-02T22:20:00+00:00,7.247,0.422,-7.495
2026-03-02T22:25:00+00:00,7.17,0.32,-7.438
2026-03-02T22:30:00+00:00,7.039,0.067,-7.297
2026-03-02T22:35:00+00:00,7.001,0.198,-7.268
2026-03-02T22:40:00+00:00,6.865,0.487,-7.138
2026-03-02T22:45:00+00:00,6.819,0.355,-7.088
2026-03-02T22:50:00+00:00,6.836,0.172,-7.126
2026-03-02T22:55:00+00:00,6.845,0.415,-7.114
2026-03-02T23:00:00+00:00,6.809,0.406,-7.083
2026-03-02T23:05:00+00:00,6.896,0.394,-7.192
2026-03-02T23:10:00+00:00,6.896,0.408,-7.217
2026-03-02T23:15:00+00:00,6.8,0.414,-7.116
2026-03-02T23:20:00+00:00,6.77,0.399,-7.086
2026-03-02T23:25:00+00:00,6.631,0.394,-6.966
2026-03-02T23:30:00+00:00,6.659,0.264,-6.991
2026-03-02T23:35:00+00:00,6.737,0.398,-7.07
2026-03-02T23:40:00+00:00,6.612,0.41,-6.937
2026-03-02T23:45:00+00:00,6.615,0.324,-6.946
2026-03-02T23:50:00+00:00,6.674,0.304,-7.042
2026-03-02T23:55:00+00:00,6.611,0.162,-6.944
2026-03-03T00:00:00+00:00,6.533,0.194,-6.848
2026-03-03T00:05:00+00:00,6.823,0.171,-7.148
2026-03-03T00:10:00+00:00,6.875,0.257,-7.188
2026-03-03T00:15:00+00:00,7.014,0.219,-7.302
2026-03-03T00:20:00+00:00,6.918,0.169,-7.204
2026-03-03T00:25:00+00:00,6.916,0.181,-7.208
2026-03-03T00:30:00+00:00,6.865,0.253,-7.159
2026-03-03T00:35:00+00:00,6.994,0.308,-7.277
2026-03-03T00:40:00+00:00,6.974,0.316,-7.221
2026-03-03T00:45:00+00:00,7.078,0.304,-7.328
2026-03-03T00:50:00+00:00,7.023,0.309,-7.276
2026-03-03T00:55:00+00:00,7.095,0.3,-7.358
2026-03-03T01:00:00+00:00,6.995,0.294,-7.254
2026-03-03T01:05:00+00:00,7.177,0.229,-7.43
2026-03-03T01:10:00+00:00,7.155,0.293,-7.421
2026-03-03T01:15:00+00:00,7.195,0.312,-7.472
2026-03-03T01:20:00+00:00,7.101,0.247,-7.366
2026-03-03T01:25:00+00:00,7.185,0.288,-7.444
2026-03-03T01:30:00+00:00,7.15,0.316,-7.434
2026-03-03T01:35:00+00:00,7.146,0.268,-7.44
2026-03-03T01:40:00+00:00,7.2,0.248,-7.476
2026-03-03T01:45:00+00:00,7.171,0.267,-7.443
2026-03-03T01:50:00+00:00,7.131,0.3,-7.408
2026-03-03T01:55:00+00:00,7.167,0.29,-7.452
2026-03-03T02:00:00+00:00,6.985,0.324,-7.264
2026-03-03T02:05:00+00:00,7.025,0.28,-7.298
2026-03-03T02:10:00+00:00,7.055,0.357,-7.322
2026-03-03T02:15:00+00:00,6.938,0.449,-7.214
2026-03-03T02:20:00+00:00,6.974,0.46,-7.268
2026-03-03T02:25:00+00:00,6.951,0.393,-7.245
2026-03-03T02:30:00+00:00,6.967,0.398,-7.256
2026-03-03T02:35:00+00:00,6.892,0.404,-7.166
2026-03-03T02:40:00+00:00,6.882,0.414,-7.166
2026-03-03T02:45:00+00:00,6.745,0.414,-7.012
2026-03-03T02:50:00+00:00,6.736,0.302,-6.982
2026-03-03T02:55:00+00:00,6.729,0.308,-6.992
2026-03-03T03:00:00+00:00,6.67,0.42,-6.935
2026-03-03T03:05:00+00:00,6.683,0.362,-6.946
2026-03-03T03:10:00+00:00,6.705,0.319,-6.941
2026-03-03T03:15:00+00:00,6.669,0.338,-6.926
2026-03-03T03:20:00+00:00,6.668,0.265,-6.916
2026-03-03T03:25:00+00:00,6.653,0.299,-6.917
2026-03-03T03:30:00+00:00,6.49,0.408,-6.742
2026-03-03T03:35:00+00:00,6.539,0.311,-6.805
2026-03-03T03:40:00+00:00,6.552,0.237,-6.842
2026-03-03T03:45:00+00:00,6.523,0.324,-6.814
2026-03-03T03:50:00+00:00,6.41,0.292,-6.672
2026-03-03T03:55:00+00:00,6.398,0.236,-6.669
2026-03-03T04:00:00+00:00,6.454,0.29,-6.762
2026-03-03T04:05:00+00:00,6.547,0.398,-6.849
2026-03-03T04:10:00+00:00,6.55,0.407,-6.838
2026-03-03T04:15:00+00:00,6.581,0.433,-6.836
2026-03-03T04:20:00+00:00,6.523,0.499,-6.8
2026-03-03T04:25:00+00:00,6.474,0.276,-6.722
2026-03-03T04:30:00+00:00,6.526,-0.167,-6.786
2026-03-03T04:35:00+00:00,6.559,0.453,-6.855
2026-03-03T04:40:00+00:00,6.481,0.524,-6.751
2026-03-03T04:45:00+00:00,6.489,0.272,-6.774
2026-03-03T04:50:00+00:00,6.573,0.505,-6.821
2026-03-03T04:55:00+00:00,6.468,0.491,-6.719
2026-03-03T05:00:00+00:00,6.382,0.5,-6.659
2026-03-03T05:05:00+00:00,6.475,0.441,-6.754
2026-03-03T05:10:00+00:00,6.499,0.279,-6.795
2026-03-03T05:15:00+00:00,6.403,0.472,-6.676
2026-03-03T05:20:00+00:00,6.42,0.245,-6.708
2026-03-03T05:25:00+00:00,6.506,0.254,-6.787
2026-03-03T05:30:00+00:00,6.377,0.5,-6.669
2026-03-03T05:35:00+00:00,6.527,0.506,-6.805
2026-03-03T05:40:00+00:00,6.392,0.47,-6.681
2026-03-03T05:45:00+00:00,6.637,0.162,-6.936
2026-03-03T05:50:00+00:00,6.662,0.452,-6.924
2026-03-03T05:55:00+00:00,6.723,0.44,-6.978
2026-03-03T06:00:00+00:00,6.674,0.304,-6.92
2026-03-03T06:05:00+00:00,7.046,0.136,-7.285
2026-03-03T06:10:00+00:00,7.257,0.461,-7.52
2026-03-03T06:15:00+00:00,7.308,0.345,-7.572
2026-03-03T06:20:00+00:00,7.552,0.268,-7.836
2026-03-03T06:25:00+00:00,7.643,0.207,-7.958
2026-03-03T06:30:00+00:00,7.767,-0.2,-8.078
2026-03-03T06:35:00+00:00,7.778,-0.112,-8.091
2026-03-03T06:40:00+00:00,7.829,-0.336,-8.102
2026-03-03T06:45:00+00:00,7.859,-0.219,-8.146
2026-03-03T06:50:00+00:00,7.908,-0.382,-8.191
2026-03-03T06:55:00+00:00,7.893,-0.238,-8.168
2026-03-03T07:00:00+00:00,7.612,-0.095,-7.901
2026-03-03T07:05:00+00:00,6.3,-0.059,-6.544
2026-03-03T07:10:00+00:00,6.49,-0.155,-6.732
2026-03-03T07:15:00+00:00,6.683,-0.248,-6.914
2026-03-03T07:20:00+00:00,8.253,-0.511,-8.632
2026-03-03T07:25:00+00:00,8.346,-0.269,-8.781
2026-03-03T07:30:00+00:00,8.283,-0.303,-8.714
2026-03-03T07:35:00+00:00,8.333,-0.349,-8.732
2026-03-03T07:40:00+00:00,8.422,-0.501,-8.782
2026-03-03T07:45:00+00:00,8.473,-0.494,-8.841
2026-03-03T07:50:00+00:00,8.451,-0.498,-8.827
2026-03-03T07:55:00+00:00,8.36,-0.402,-8.728
2026-03-03T08:00:00+00:00,8.339,-0.44,-8.687
2026-03-03T08:05:00+00:00,8.367,-0.509,-8.669
2026-03-03T08:10:00+00:00,8.335,-0.495,-8.712
2026-03-03T08:15:00+00:00,8.438,-0.509,-8.727
2026-03-03T08:20:00+00:00,8.339,-0.501,-8.633
2026-03-03T08:25:00+00:00,8.309,-0.463,-8.602
2026-03-03T08:30:00+00:00,8.229,-0.507,-8.522
2026-03-03T08:35:00+00:00,8.151,-0.472,-8.404
2026-03-03T08:40:00+00:00,8.042,-0.489,-8.285
2026-03-03T08:45:00+00:00,7.796,-0.414,-8.02
2026-03-03T08:50:00+00:00,7.818,-0.446,-8.03
2026-03-03T08:55:00+00:00,7.895,-0.46,-8.064
2026-03-03T09:00:00+00:00,7.879,-0.452,-8.031
2026-03-03T09:05:00+00:00,6.82,-0.463,-6.995
2026-03-03T09:10:00+00:00,6.332,-0.44,-6.484
2026-03-03T09:15:00+00:00,6.325,-0.418,-6.51
2026-03-03T09:20:00+00:00,6.251,-0.412,-6.458
2026-03-03T09:25:00+00:00,6.401,-0.444,-6.576
2026-03-03T09:30:00+00:00,6.463,-0.43,-6.648
2026-03-03T09:35:00+00:00,6.427,-0.476,-6.62
2026-03-03T09:40:00+00:00,7.763,-0.463,-7.992
2026-03-03T09:45:00+00:00,7.824,-0.459,-8.045
2026-03-03T09:50:00+00:00,7.893,-0.424,-8.13
2026-03-03T09:55:00+00:00,7.825,-0.45,-8.046
2026-03-03T10:00:00+00:00,7.819,-0.48,-8.081
2026-03-03T10:05:00+00:00,7.869,-0.454,-8.152
2026-03-03T10:10:00+00:00,7.822,-0.46,-8.101
2026-03-03T10:15:00+00:00,7.81,-0.416,-8.075
2026-03-03T10:20:00+00:00,7.842,-0.44,-8.104
2026-03-03T10:25:00+00:00,7.84,-0.52,-8.104
2026-03-03T10:30:00+00:00,7.871,-0.504,-8.116
2026-03-03T10:35:00+00:00,7.964,-0.505,-8.235
2026-03-03T10:40:00+00:00,7.984,-0.478,-8.232
2026-03-03T10:45:00+00:00,7.984,-0.505,-8.212
2026-03-03T10:50:00+00:00,8.064,-0.51,-8.256
2026-03-03T10:55:00+00:00,8.24,-0.538,-8.452
2026-03-03T11:00:00+00:00,8.179,-0.479,-8.337
2026-03-03T11:05:00+00:00,8.091,-0.452,-8.236
2026-03-03T11:10:00+00:00,8.001,-0.439,-8.169
2026-03-03T11:15:00+00:00,7.86,-0.461,-8.092
2026-03-03T11:20:00+00:00,7.893,-0.452,-8.111
2026-03-03T11:25:00+00:00,7.887,-0.462,-8.092
2026-03-03T11:30:00+00:00,7.842,-0.444,-8.067
2026-03-03T11:35:00+00:00,7.951,-0.407,-8.18
2026-03-03T11:40:00+00:00,8.028,-0.401,-8.27
2026-03-03T11:45:00+00:00,7.984,-0.42,-8.246
2026-03-03T11:50:00+00:00,8.056,-0.513,-8.314
2026-03-03T11:55:00+00:00,8.197,-0.503,-8.484
2026-03-03T12:00:00+00:00,8.211,-0.499,-8.462
2026-03-03T12:05:00+00:00,8.316,-0.505,-8.573
2026-03-03T12:10:00+00:00,8.322,-0.48,-8.592
2026-03-03T12:15:00+00:00,8.428,-0.482,-8.684
2026-03-03T12:20:00+00:00,8.433,-0.501,-8.679
2026-03-03T12:25:00+00:00,8.51,-0.558,-8.72
2026-03-03T12:30:00+00:00,8.459,-0.607,-8.705
2026-03-03T12:35:00+00:00,8.415,-0.608,-8.659
2026-03-03T12:40:00+00:00,8.311,-0.552,-8.576
2026-03-03T12:45:00+00:00,8.326,-0.512,-8.571
2026-03-03T12:50:00+00:00,8.347,-0.522,-8.58
2026-03-03T12:55:00+00:00,8.391,-0.55,-8.666
2026-03-03T13:00:00+00:00,8.199,-0.513,-8.466
2026-03-03T13:05:00+00:00,8.38,-0.562,-8.656
2026-03-03T13:10:00+00:00,8.356,-0.583,-8.616
2026-03-03T13:15:00+00:00,8.344,-0.59,-8.596
2026-03-03T13:20:00+00:00,7.194,-0.532,-7.405
2026-03-03T13:25:00+00:00,6.512,-0.514,-6.698
2026-03-03T13:30:00+00:00,5.896,-0.536,-6.022
2026-03-03T13:35:00+00:00,5.925,-0.527,-6.006
2026-03-03T13:40:00+00:00,5.655,-0.52,-5.706
2026-03-03T13:45:00+00:00,5.411,-0.554,-5.436
2026-03-03T13:50:00+00:00,5.4,-0.524,-5.528
2026-03-03T13:55:00+00:00,5.337,-0.506,-5.474
2026-03-03T14:00:00+00:00,5.176,-0.446,-5.278
2026-03-03T14:05:00+00:00,4.991,-0.4,-5.142
2026-03-03T14:10:00+00:00,4.942,-0.391,-5.078
2026-03-03T14:15:00+00:00,4.926,-0.402,-5.076
2026-03-03T14:20:00+00:00,4.974,-0.448,-5.139
2026-03-03T14:25:00+00:00,5.084,-0.448,-5.254
2026-03-03T14:30:00+00:00,5.219,-0.457,-5.353
2026-03-03T14:35:00+00:00,5.243,-0.43,-5.37
2026-03-03T14:40:00+00:00,5.313,-0.455,-5.421
2026-03-03T14:45:00+00:00,5.221,-0.399,-5.364
2026-03-03T14:50:00+00:00,5.15,-0.396,-5.287
2026-03-03T14:55:00+00:00,5.249,-0.398,-5.379
2026-03-03T15:00:00+00:00,5.173,-0.411,-5.316
2026-03-03T15:05:00+00:00,5.291,-0.54,-5.47
2026-03-03T15:10:00+00:00,5.337,-0.425,-5.502
2026-03-03T15:15:00+00:00,5.354,-0.408,-5.515
2026-03-03T15:20:00+00:00,5.428,-0.471,-5.632
2026-03-03T15:25:00+00:00,6.884,-0.5,-7.081
2026-03-03T15:30:00+00:00,8.202,-0.481,-8.436
2026-03-03T15:35:00+00:00,8.149,-0.205,-8.399
2026-03-03T15:40:00+00:00,8.289,-0.322,-8.532
2026-03-03T15:45:00+00:00,8.342,-0.538,-8.6
2026-03-03T15:50:00+00:00,8.384,-0.514,-8.675
2026-03-03T15:55:00+00:00,8.394,-0.5,-8.656
2026-03-03T16:00:00+00:00,8.577,-0.472,-8.848
2026-03-03T16:05:00+00:00,8.703,-0.473,-8.994
2026-03-03T16:10:00+00:00,8.774,-0.52,-9.042
2026-03-03T16:15:00+00:00,8.727,-0.498,-9.012
2026-03-03T16:20:00+00:00,8.817,-0.511,-9.087
2026-03-03T16:25:00+00:00,8.95,-0.572,-9.2
2026-03-03T16:30:00+00:00,8.856,-0.444,-9.124
2026-03-03T16:35:00+00:00,6.329,-0.284,-6.536
2026-03-03T16:40:00+00:00,5.909,-0.266,-6.126
2026-03-03T16:45:00+00:00,6.009,-0.288,-6.212
2026-03-03T16:50:00+00:00,6.14,-0.363,-6.354
2026-03-03T16:55:00+00:00,6.222,-0.351,-6.435
2026-03-03T17:00:00+00:00,6.294,-0.251,-6.542
2026-03-03T17:05:00+00:00,6.333,-0.294,-6.553
2026-03-03T17:10:00+00:00,6.467,-0.309,-6.733
2026-03-03T17:15:00+00:00,6.336,-0.266,-6.582
2026-03-03T17:20:00+00:00,6.404,-0.302,-6.674
2026-03-03T17:25:00+00:00,6.577,-0.344,-6.845
2026-03-03T17:30:00+00:00,6.591,-0.326,-6.892
2026-03-03T17:35:00+00:00,6.694,-0.318,-6.996
2026-03-03T17:40:00+00:00,6.728,-0.414,-7.032
2026-03-03T17:45:00+00:00,6.927,-0.374,-7.234
2026-03-03T17:50:00+00:00,6.739,-0.308,-7.02
2026-03-03T17:55:00+00:00,6.867,-0.294,-7.183
2026-03-03T18:00:00+00:00,6.985,-0.289,-7.303
2026-03-03T18:05:00+00:00,7.061,-0.255,-7.335
2026-03-03T18:10:00+00:00,6.93,-0.158,-7.192
2026-03-03T18:15:00+00:00,7.21,-0.2,-7.477
2026-03-03T18:20:00+00:00,7.187,-0.212,-7.466
2026-03-03T18:25:00+00:00,7.186,-0.186,-7.471
2026-03-03T18:30:00+00:00,7.137,-0.164,-7.432
2026-03-03T18:35:00+00:00,7.163,-0.198,-7.478
2026-03-03T18:40:00+00:00,7.171,-0.202,-7.474
2026-03-03T18:45:00+00:00,7.154,-0.198,-7.482
2026-03-03T18:50:00+00:00,7.171,-0.2,-7.486
2026-03-03T18:55:00+00:00,7.157,-0.313,-7.472
2026-03-03T19:00:00+00:00,7.142,-0.264,-7.464
2026-03-03T19:05:00+00:00,7.143,-0.198,-7.428
2026-03-03T19:10:00+00:00,7.073,-0.24,-7.351
2026-03-03T19:15:00+00:00,7.113,-0.267,-7.379
2026-03-03T19:20:00+00:00,6.878,-0.272,-7.146
2026-03-03T19:25:00+00:00,6.953,-0.299,-7.256
2026-03-03T19:30:00+00:00,7.026,-0.295,-7.32
2026-03-03T19:35:00+00:00,6.832,-0.248,-7.147
2026-03-03T19:40:00+00:00,6.735,-0.205,-7.028
2026-03-03T19:45:00+00:00,6.789,-0.198,-7.076
2026-03-03T19:50:00+00:00,6.678,-0.192,-6.973
2026-03-03T19:55:00+00:00,6.556,-0.205,-6.87
2026-03-03T20:00:00+00:00,6.636,-0.181,-6.951
2026-03-03T20:05:00+00:00,6.721,-0.175,-7.009
2026-03-03T20:10:00+00:00,6.567,-0.104,-6.863
2026-03-03T20:15:00+00:00,8.352,-0.091,-8.748
2026-03-03T20:20:00+00:00,9.316,0.012,-9.722
2026-03-03T20:25:00+00:00,9.307,-0.003,-9.654
2026-03-03T20:30:00+00:00,9.404,-0.24,-9.73
2026-03-03T20:35:00+00:00,9.459,-0.448,-9.766
2026-03-03T20:40:00+00:00,9.349,-0.372,-9.684
2026-03-03T20:45:00+00:00,9.361,-0.351,-9.721
2026-03-03T20:50:00+00:00,9.34,-0.42,-9.67
2026-03-03T20:55:00+00:00,9.337,-0.41,-9.68
2026-03-03T21:00:00+00:00,9.177,-0.385,-9.527
2026-03-03T21:05:00+00:00,9.212,-0.479,-9.574
2026-03-03T21:10:00+00:00,9.17,-0.503,-9.518
2026-03-03T21:15:00+00:00,9.08,-0.46,-9.425
2026-03-03T21:20:00+00:00,8.899,-0.456,-9.246
2026-03-03T21:25:00+00:00,8.791,-0.429,-9.15
2026-03-03T21:30:00+00:00,8.885,-0.454,-9.3
2026-03-03T21:35:00+00:00,8.716,-0.498,-9.134
2026-03-03T21:40:00+00:00,8.7,-0.191,-9.119
2026-03-03T21:45:00+00:00,8.752,-0.109,-9.191
2026-03-03T21:50:00+00:00,8.534,-0.132,-8.953
2026-03-03T21:55:00+00:00,8.39,-0.123,-8.837
2026-03-03T22:00:00+00:00,8.468,-0.286,-8.869
2026-03-03T22:05:00+00:00,8.468,-0.318,-8.874
2026-03-03T22:10:00+00:00,8.354,-0.25,-8.777
2026-03-03T22:15:00+00:00,8.214,-0.036,-8.65
2026-03-03T22:20:00+00:00,8.269,-0.326,-8.684
2026-03-03T22:25:00+00:00,8.166,-0.057,-8.596
2026-03-03T22:30:00+00:00,7.893,0.196,-8.322
2026-03-03T22:35:00+00:00,7.943,0.003,-8.378
2026-03-03T22:40:00+00:00,7.908,0.0,-8.282
2026-03-03T22:45:00+00:00,7.916,0.012,-8.248
2026-03-03T22:50:00+00:00,7.884,-0.048,-8.248
2026-03-03T22:55:00+00:00,7.97,-0.106,-8.328
2026-03-03T23:00:00+00:00,7.861,-0.026,-8.223
2026-03-03T23:05:00+00:00,7.924,-0.025,-8.287
2026-03-03T23:10:00+00:00,7.911,-0.008,-8.281
2026-03-03T23:15:00+00:00,7.886,-0.08,-8.153
2026-03-03T23:20:00+00:00,8.05,-0.348,-8.346
2026-03-03T23:25:00+00:00,7.851,-0.08,-8.122
2026-03-03T23:30:00+00:00,7.768,-0.444,-8.122
2026-03-03T23:35:00+00:00,7.884,-0.133,-8.252
2026-03-03T23:40:00+00:00,7.769,-0.054,-8.136
2026-03-03T23:45:00+00:00,7.909,-0.103,-8.273
2026-03-03T23:50:00+00:00,7.862,-0.033,-8.216
2026-03-03T23:55:00+00:00,7.811,-0.072,-8.156
2026-03-04T00:00:00+00:00,7.77,-0.051,-8.157
2026-03-04T00:05:00+00:00,8.168,-0.052,-8.538
2026-03-04T00:10:00+00:00,8.281,-0.04,-8.605
2026-03-04T00:15:00+00:00,8.266,-0.038,-8.624
2026-03-04T00:20:00+00:00,8.313,-0.045,-8.689
2026-03-04T00:25:00+00:00,8.145,-0.036,-8.5
2026-03-04T00:30:00+00:00,8.057,-0.05,-8.395
2026-03-04T00:35:00+00:00,8.377,-0.047,-8.676
2026-03-04T00:40:00+00:00,8.383,-0.036,-8.768
2026-03-04T00:45:00+00:00,8.45,-0.004,-8.806
2026-03-04T00:50:00+00:00,8.481,0.019,-8.839
2026-03-04T00:55:00+00:00,8.47,-0.003,-8.836
2026-03-04T01:00:00+00:00,8.434,-0.026,-8.805
2026-03-04T01:05:00+00:00,8.593,-0.06,-8.978
2026-03-04T01:10:00+00:00,8.548,-0.059,-8.896
2026-03-04T01:15:00+00:00,8.61,-0.035,-8.957
2026-03-04T01:20:00+00:00,8.487,-0.047,-8.854
2026-03-04T01:25:00+00:00,8.492,-0.053,-8.878
2026-03-04T01:30:00+00:00,8.429,-0.046,-8.828
2026-03-04T01:35:00+00:00,8.598,-0.262,-9.015
2026-03-04T01:40:00+00:00,8.515,-0.439,-8.886
2026-03-04T01:45:00+00:00,8.617,-0.514,-8.98
2026-03-04T01:50:00+00:00,8.51,-0.495,-8.887
2026-03-04T01:55:00+00:00,8.385,-0.459,-8.747
2026-03-04T02:00:00+00:00,8.353,-0.338,-8.736
2026-03-04T02:05:00+00:00,8.385,-0.354,-8.792
2026-03-04T02:10:00+00:00,8.442,-0.096,-8.824
2026-03-04T02:15:00+00:00,8.422,-0.342,-8.842
2026-03-04T02:20:00+00:00,8.461,-0.08,-8.843
2026-03-04T02:25:00+00:00,8.433,-0.126,-8.827
2026-03-04T02:30:00+00:00,8.401,0.024,-8.77
2026-03-04T02:35:00+00:00,8.33,-0.049,-8.719
2026-03-04T02:40:00+00:00,8.348,-0.096,-8.752
2026-03-04T02:45:00+00:00,8.354,-0.34,-8.757
2026-03-04T02:50:00+00:00,8.335,-0.522,-8.738
2026-03-04T02:55:00+00:00,8.414,-0.488,-8.825
2026-03-04T03:00:00+00:00,8.363,-0.518,-8.798
2026-03-04T03:05:00+00:00,8.337,-0.5,-8.726
2026-03-04T03:10:00+00:00,8.235,-0.498,-8.616
2026-03-04T03:15:00+00:00,8.296,-0.493,-8.722
2026-03-04T03:20:00+00:00,8.212,-0.509,-8.56
2026-03-04T03:25:00+00:00,8.133,-0.322,-8.463
2026-03-04T03:30:00+00:00,8.032,-0.088,-8.397
2026-03-04T03:35:00+00:00,8.08,0.248,-8.436
2026-03-04T03:40:00+00:00,8.011,0.089,-8.364
2026-03-04T03:45:00+00:00,7.892,0.134,-8.221
2026-03-04T03:50:00+00:00,7.939,0.156,-8.295
2026-03-04T03:55:00+00:00,7.855,0.432,-8.186
2026-03-04T04:00:00+00:00,7.814,0.462,-8.135
2026-03-04T04:05:00+00:00,7.676,0.457,-7.992
2026-03-04T04:10:00+00:00,7.701,0.454,-8.035
2026-03-04T04:15:00+00:00,7.765,0.407,-8.088
2026-03-04T04:20:00+00:00,7.826,0.372,-8.155
2026-03-04T04:25:00+00:00,7.889,0.208,-8.158
2026-03-04T04:30:00+00:00,7.749,0.356,-8.074
2026-03-04T04:35:00+00:00,7.729,0.282,-8.012
2026-03-04T04:40:00+00:00,7.693,0.334,-7.977
2026-03-04T04:45:00+00:00,7.722,0.426,-8.006
2026-03-04T04:50:00+00:00,7.572,0.269,-7.852
2026-03-04T04:55:00+00:00,7.629,0.16,-7.853
2026-03-04T05:00:00+00:00,7.679,-0.04,-7.93
2026-03-04T05:05:00+00:00,7.659,0.156,-7.891
2026-03-04T05:10:00+00:00,7.67,0.277,-7.887
2026-03-04T05:15:00+00:00,7.647,0.192,-7.874
2026-03-04T05:20:00+00:00,7.687,-0.008,-7.917
2026-03-04T05:25:00+00:00,7.607,0.204,-7.837
2026-03-04T05:30:00+00:00,7.515,0.155,-7.763
2026-03-04T05:35:00+00:00,7.673,-0.209,-7.905
2026-03-04T05:40:00+00:00,7.572,-0.217,-7.812
2026-03-04T05:45:00+00:00,7.703,-0.062,-7.958
2026-03-04T05:50:00+00:00,7.607,0.3,-7.86
2026-03-04T05:55:00+00:00,7.746,-0.062,-8.003
2026-03-04T06:00:00+00:00,7.728,-0.001,-8.018
2026-03-04T06:05:00+00:00,7.997,-0.223,-8.284
2026-03-04T06:10:00+00:00,8.231,-0.472,-8.558
2026-03-04T06:15:00+00:00,8.325,-0.5,-8.73
2026-03-04T06:20:00+00:00,8.365,-0.552,-8.757
2026-03-04T06:25:00+00:00,8.531,-0.548,-8.93
2026-03-04T06:30:00+00:00,8.698,-0.577,-9.074
2026-03-04T06:35:00+00:00,8.805,-0.597,-9.144
2026-03-04T06:40:00+00:00,8.896,-0.617,-9.23
2026-03-04T06:45:00+00:00,8.933,-0.598,-9.27
2026-03-04T06:50:00+00:00,9.069,-0.608,-9.412
2026-03-04T06:55:00+00:00,9.14,-0.626,-9.505
2026-03-04T07:00:00+00:00,9.145,-0.623,-9.576
2026-03-04T07:05:00+00:00,9.298,-0.674,-9.716
2026-03-04T07:10:00+00:00,6.951,-0.639,-7.274
2026-03-04T07:15:00+00:00,6.41,-0.609,-6.644
2026-03-04T07:20:00+00:00,6.631,-0.711,-6.876
2026-03-04T07:25:00+00:00,6.776,-0.768,-6.974
2026-03-04T07:30:00+00:00,6.715,-0.818,-6.902
2026-03-04T07:35:00+00:00,6.583,-0.712,-6.779
2026-03-04T07:40:00+00:00,6.661,-0.684,-6.88
2026-03-04T07:45:00+00:00,6.623,-0.684,-6.863
2026-03-04T07:50:00+00:00,6.857,-0.762,-7.076
2026-03-04T07:55:00+00:00,6.815,-0.804,-7.03
2026-03-04T08:00:00+00:00,6.726,-0.803,-6.924
2026-03-04T08:05:00+00:00,6.671,-0.778,-6.891
2026-03-04T08:10:00+00:00,6.478,-0.72,-6.731
2026-03-04T08:15:00+00:00,6.714,-0.8,-6.952
2026-03-04T08:20:00+00:00,6.412,-0.758,-6.627
2026-03-04T08:25:00+00:00,6.633,-0.878,-6.82
2026-03-04T08:30:00+00:00,6.501,-0.802,-6.684
2026-03-04T08:35:00+00:00,6.692,-0.824,-6.886
2026-03-04T08:40:00+00:00,6.571,-0.762,-6.742
2026-03-04T08:45:00+00:00,6.55,-0.817,-6.754
2026-03-04T08:50:00+00:00,6.519,-0.799,-6.715
2026-03-04T08:55:00+00:00,6.364,-0.722,-6.562
2026-03-04T09:00:00+00:00,6.474,-0.691,-6.678
2026-03-04T09:05:00+00:00,6.585,-0.84,-6.778
2026-03-04T09:10:00+00:00,6.544,-0.796,-6.727
2026-03-04T09:15:00+00:00,6.571,-0.8,-6.774
2026-03-04T09:20:00+00:00,6.61,-0.816,-6.839
2026-03-04T09:25:00+00:00,6.658,-0.861,-6.82
2026-03-04T09:30:00+00:00,6.611,-0.778,-6.807
2026-03-04T09:35:00+00:00,6.395,-0.808,-6.606
2026-03-04T09:40:00+00:00,6.527,-0.78,-6.766
2026-03-04T09:45:00+00:00,6.338,-0.686,-6.588
2026-03-04T09:50:00+00:00,6.19,-0.718,-6.464
2026-03-04T09:55:00+00:00,6.26,-0.738,-6.542
2026-03-04T10:00:00+00:00,6.364,-0.867,-6.622
2026-03-04T10:05:00+00:00,6.352,-0.728,-6.596
2026-03-04T10:10:00+00:00,6.285,-0.706,-6.538
2026-03-04T10:15:00+00:00,6.093,-0.616,-6.354
2026-03-04T10:20:00+00:00,6.027,-0.447,-6.294
2026-03-04T10:25:00+00:00,6.065,-0.444,-6.334
2026-03-04T10:30:00+00:00,6.187,-0.454,-6.435
2026-03-04T10:35:00+00:00,6.138,-0.51,-6.408
