"Settlement Date","Settlement Period","Outturn Inertia","Market Provided Inertia"
2025-09-04,28,163,160
2025-09-04,29,164,160
2025-09-04,30,163,159
2025-09-04,31,162,158
2025-09-04,32,170,170
2025-09-04,33,195,193
2025-09-04,34,200,200
2025-09-04,35,203,201
2025-09-04,36,202,202
2025-09-04,37,204,204
2025-09-04,38,206,206
2025-09-04,39,209,209
2025-09-04,40,208,208
2025-09-04,41,206,206
2025-09-04,42,202,202
2025-09-04,43,197,194
2025-09-04,44,190,184
2025-09-04,45,180,171
2025-09-04,46,153,142
2025-09-04,47,143,140
2025-09-04,48,137,134
2025-09-05,1,134,131
2025-09-05,2,133,130
2025-09-05,3,133,130
2025-09-05,4,132,129
2025-09-05,5,132,129
2025-09-05,6,131,128
2025-09-05,7,131,128
2025-09-05,8,130,127
2025-09-05,9,134,131
2025-09-05,10,134,131
2025-09-05,11,140,138
2025-09-05,12,145,145
2025-09-05,13,153,152
2025-09-05,14,161,160
2025-09-05,15,162,165
2025-09-05,16,167,166
2025-09-05,17,168,166
2025-09-05,18,167,167
2025-09-05,19,170,170
2025-09-05,20,169,169
2025-09-05,21,162,165
2025-09-05,22,160,163
2025-09-05,23,157,154
2025-09-05,24,154,151
2025-09-05,25,154,154
2025-09-05,26,154,152
2025-09-05,27,154,151
2025-09-05,28,156,150
2025-09-05,29,154,148
2025-09-05,30,153,147
2025-09-05,31,157,152
2025-09-05,32,157,160
2025-09-05,33,184,181
2025-09-05,34,195,188
2025-09-05,35,206,199
2025-09-05,36,212,206
2025-09-05,37,215,209
2025-09-05,38,215,210
2025-09-05,39,217,213
2025-09-05,40,217,213
2025-09-05,41,214,219
2025-09-05,42,213,214
2025-09-05,43,213,213
2025-09-05,44,210,203
2025-09-05,45,208,201
2025-09-05,46,195,195
2025-09-05,47,182,179
2025-09-05,48,162,159
2025-09-06,1,152,150
2025-09-06,2,137,135
2025-09-06,3,132,126
2025-09-06,4,131,123
2025-09-06,5,122,114
2025-09-06,6,122,113
2025-09-06,7,121,112
2025-09-06,8,121,112
2025-09-06,9,121,112
2025-09-06,10,120,112
2025-09-06,11,121,113
2025-09-06,12,121,113
2025-09-06,13,122,114
2025-09-06,14,124,116
2025-09-06,15,122,109
2025-09-06,16,124,101
2025-09-06,17,123,100
2025-09-06,18,122,107
2025-09-06,19,120,98
2025-09-06,20,114,88
2025-09-06,21,115,96
2025-09-06,22,115,88
2025-09-06,23,115,88
2025-09-06,24,115,88
2025-09-06,25,115,96
2025-09-06,26,114,95
2025-09-06,27,113,86
2025-09-06,28,113,86
2025-09-06,29,112,95
2025-09-06,30,113,86
2025-09-06,31,112,93
2025-09-06,32,112,93
2025-09-06,33,113,86
2025-09-06,34,117,94
2025-09-06,35,117,103
2025-09-06,36,116,98
2025-09-06,37,117,111
2025-09-06,38,115,102
2025-09-06,39,117,107
2025-09-06,40,120,109
2025-09-06,41,120,98
2025-09-06,42,119,90
2025-09-06,43,118,97
2025-09-06,44,123,102
2025-09-06,45,126,104
2025-09-06,46,126,99
2025-09-06,47,124,102
2025-09-06,48,123,104
2025-09-07,1,123,93
2025-09-07,2,128,97
2025-09-07,3,122,98
2025-09-07,4,121,90
2025-09-07,5,121,94
2025-09-07,6,121,87
2025-09-07,7,120,93
2025-09-07,8,118,85
2025-09-07,9,118,85
2025-09-07,10,117,95
2025-09-07,11,117,84
2025-09-07,12,117,91
2025-09-07,13,117,85
2025-09-07,14,118,85
2025-09-07,15,118,85
2025-09-07,16,119,94
2025-09-07,17,121,88
2025-09-07,18,111,92
2025-09-07,19,110,79
2025-09-07,20,113,99
2025-09-07,21,114,80
2025-09-07,22,115,81
2025-09-07,23,112,82
2025-09-07,24,111,83
2025-09-07,25,113,100
2025-09-07,26,113,85
2025-09-07,27,113,85
2025-09-07,28,113,85
2025-09-07,29,113,85
2025-09-07,30,115,84
2025-09-07,31,126,85
2025-09-07,32,130,89
2025-09-07,33,138,94
2025-09-07,34,136,99
2025-09-07,35,136,103
2025-09-07,36,133,110
2025-09-07,37,133,94
2025-09-07,38,130,94
2025-09-07,39,131,102
2025-09-07,40,131,102
2025-09-07,41,132,97
2025-09-07,42,132,93
2025-09-07,43,132,106
2025-09-07,44,144,100
2025-09-07,45,140,96
2025-09-07,46,134,88
2025-09-07,47,123,95
2025-09-07,48,114,82
2025-09-08,1,113,81
2025-09-08,2,112,80
2025-09-08,3,115,81
2025-09-08,4,115,80
2025-09-08,5,116,83
2025-09-08,6,115,83
2025-09-08,7,118,89
2025-09-08,8,118,96
2025-09-08,9,120,99
2025-09-08,10,138,110
2025-09-08,11,139,124
2025-09-08,12,145,136
2025-09-08,13,157,144
2025-09-08,14,160,153
2025-09-08,15,165,160
2025-09-08,16,169,154
2025-09-08,17,168,151
2025-09-08,18,169,153
2025-09-08,19,165,154
2025-09-08,20,163,151
2025-09-08,21,153,142
2025-09-08,22,149,138
2025-09-08,23,145,133
2025-09-08,24,146,134
2025-09-08,25,149,137
2025-09-08,26,147,135
2025-09-08,27,147,136
2025-09-08,28,147,135
2025-09-08,29,150,139
2025-09-08,30,155,155
2025-09-08,31,162,163
2025-09-08,32,171,175
2025-09-08,33,185,194
2025-09-08,34,188,195
2025-09-08,35,202,207
2025-09-08,36,203,208
2025-09-08,37,205,206
2025-09-08,38,206,206
2025-09-08,39,207,207
2025-09-08,40,210,209
2025-09-08,41,214,212
2025-09-08,42,211,208
2025-09-08,43,201,199
2025-09-08,44,201,198
2025-09-08,45,197,193
2025-09-08,46,175,173
2025-09-08,47,161,158
2025-09-08,48,155,152
2025-09-09,1,156,152
2025-09-09,2,152,148
2025-09-09,3,153,148
2025-09-09,4,152,147
2025-09-09,5,149,146
2025-09-09,6,149,146
2025-09-09,7,148,148
2025-09-09,8,148,145
2025-09-09,9,151,148
2025-09-09,10,151,148
2025-09-09,11,154,156
2025-09-09,12,165,166
2025-09-09,13,177,178
2025-09-09,14,181,180
2025-09-09,15,182,183
2025-09-09,16,183,185
2025-09-09,17,183,184
2025-09-09,18,183,184
2025-09-09,19,185,182
2025-09-09,20,181,181
2025-09-09,21,179,179
2025-09-09,22,175,175
2025-09-09,23,163,162
2025-09-09,24,162,163
2025-09-09,25,163,160
2025-09-09,26,161,161
2025-09-09,27,163,163
2025-09-09,28,164,163
2025-09-09,29,164,163
2025-09-09,30,161,166
2025-09-09,31,176,176
2025-09-09,32,176,167
2025-09-09,33,181,170
2025-09-09,34,183,172
2025-09-09,35,190,176
2025-09-09,36,190,180
2025-09-09,37,196,182
2025-09-09,38,206,185
2025-09-09,39,206,185
2025-09-09,40,205,185
2025-09-09,41,204,186
2025-09-09,42,198,188
2025-09-09,43,190,173
2025-09-09,44,187,164
2025-09-09,45,158,149
2025-09-09,46,151,143
2025-09-09,47,133,111
2025-09-09,48,122,89
2025-09-10,1,118,85
2025-09-10,2,113,84
2025-09-10,3,113,84
2025-09-10,4,113,85
2025-09-10,5,112,84
2025-09-10,6,112,83
2025-09-10,7,112,83
2025-09-10,8,111,83
2025-09-10,9,115,85
2025-09-10,10,115,85
2025-09-10,11,116,86
2025-09-10,12,120,86
2025-09-10,13,134,98
2025-09-10,14,134,106
2025-09-10,15,137,109
2025-09-10,16,138,111
2025-09-10,17,137,111
2025-09-10,18,132,117
2025-09-10,19,133,102
2025-09-10,20,127,103
2025-09-10,21,122,104
2025-09-10,22,122,99
2025-09-10,23,122,99
2025-09-10,24,122,99
2025-09-10,25,121,97
2025-09-10,26,120,97
2025-09-10,27,120,97
2025-09-10,28,119,99
2025-09-10,29,114,101
2025-09-10,30,113,101
2025-09-10,31,114,101
2025-09-10,32,117,103
2025-09-10,33,126,108
2025-09-10,34,138,117
2025-09-10,35,145,118
2025-09-10,36,146,113
2025-09-10,37,148,115
2025-09-10,38,148,115
2025-09-10,39,147,114
2025-09-10,40,150,113
2025-09-10,41,148,112
2025-09-10,42,145,113
2025-09-10,43,142,111
2025-09-10,44,137,108
2025-09-10,45,137,100
2025-09-10,46,130,102
2025-09-10,47,119,89
2025-09-10,48,117,87
2025-09-11,1,116,87
2025-09-11,2,116,87
2025-09-11,3,116,86
2025-09-11,4,116,87
2025-09-11,5,115,88
2025-09-11,6,113,87
2025-09-11,7,113,86
2025-09-11,8,112,85
2025-09-11,9,112,85
2025-09-11,10,112,85
2025-09-11,11,118,85
2025-09-11,12,118,92
2025-09-11,13,123,90
2025-09-11,14,123,92
2025-09-11,15,128,97
2025-09-11,16,130,96
2025-09-11,17,125,97
2025-09-11,18,123,92
2025-09-11,19,116,93
2025-09-11,20,114,93
2025-09-11,21,114,91
2025-09-11,22,115,92
2025-09-11,23,114,94
2025-09-11,24,115,93
2025-09-11,25,116,101
2025-09-11,26,116,94
2025-09-11,27,115,92
2025-09-11,28,114,91
2025-09-11,29,114,91
2025-09-11,30,114,91
2025-09-11,31,112,89
2025-09-11,32,118,94
2025-09-11,33,129,91
2025-09-11,34,136,104
2025-09-11,35,138,105
2025-09-11,36,138,106
2025-09-11,37,138,105
2025-09-11,38,138,97
2025-09-11,39,139,103
2025-09-11,40,140,98
2025-09-11,41,139,97
2025-09-11,42,138,95
2025-09-11,43,137,94
2025-09-11,44,145,98
2025-09-11,45,140,98
2025-09-11,46,125,91
2025-09-11,47,121,91
2025-09-11,48,120,90
