Year,DNO,Import Unique Identifier,LLFC,Import MPANs/MSIDs,Export Unique Identifier,LLFC,Export MPANs/MSIDs,Name,Residual Charging Band,Import Super Red unit charge (p/kWh),Import fixed charge (p/day),Import capacity charge (p/kVA/day),Import exceeded capacity charge (p/kVA/day),Export Super Red unit charge (p/kWh),Export fixed charge (p/day),Export capacity charge (p/kVA/day),Export exceeded capacity charge (p/kVA/day),Strike
2024/25,London Electricity Network,BRMLEY,,MSID: 1630,,,,BRMLEY,4.0,,62395.63,5.11,5.11,,,,,
2024/25,London Electricity Network,FENCHS,,1200061144029;1200061144038,,,,FENCHS,2.0,0.113,11326.24,2.69,2.69,,,,,
2024/25,London Electricity Network,KNGLPN,,MSID: 1027,,,,KNGLPN,2.0,,10711.44,3.12,3.12,,,,,
2024/25,London Electricity Network,LEDNHS,,1200061144065;1200061144074,,,,LEDNHS,2.0,0.113,11326.24,2.22,2.22,,,,,
2024/25,London Electricity Network,LNWALL,,1200061953070;1200061953089,,,,LNWALL,2.0,0.119,11599.38,1.4,1.4,,,,,
2024/25,London Electricity Network,LU_ACT,,MSID: 1631,,,,LU_ACT,2.0,,11032.9,2.51,2.51,,,,,
2024/25,London Electricity Network,LU_CAN,,1200060323207;1200060323216,,,,LU_CAN,4.0,0.002,72769.6,1.46,1.46,,,,,
2024/25,London Electricity Network,LU_HOX,,1200060323191,,,,LU_HOX,4.0,0.064,72622.27,0.68,0.68,,,,,
2024/25,London Electricity Network,LU_MAN,,1200010200926,,,,LU_MAN,4.0,0.053,98141.52,1.98,1.98,,,,,
2024/25,London Electricity Network,LU_STE,,1200010157225;1200010157234,,,,LU_STE,4.0,,72021.1,3.75,3.75,,,,,
2024/25,London Electricity Network,MRKLNE,,1200061378624;1200061378633,,,,MRKLNE,1.0,0.11,2752.5,1.88,1.88,,,,,
2024/25,London Electricity Network,NGC_BA,,1200010151863;1200010151872,,,,NGC_BA,1.0,0.024,2137.71,1.12,1.12,,,,,
2024/25,London Electricity Network,NR_BOW,707,1200060280440;1200060280468,NR_BOW,707,1200060280430;1200060280459,NR_BOW,3.0,,31429.67,4.8,4.8,,,,,
2024/25,London Electricity Network,NR_W25,703,1200010251498,NR_W25,703,1200052486866,NR_W25,3.0,0.009,30748.68,2.87,2.87,,,,,
2024/25,London Electricity Network,NR_WIM,,1200010200874,,,,NR_WIM,4.0,0.268,75339.45,2.15,2.15,,,,,
2024/25,London Electricity Network,TWGNCH,,1200061990319,,,,TWGNCH,1.0,0.19,2352.01,5.1,5.1,,,,,
2024/25,South Eastern England Electricity Network,B&RLTD,,1900035000482;1900035425153,,,,B&RLTD,1.0,1.862,2865.31,2.97,2.97,,,,,
2024/25,South Eastern England Electricity Network,DIGREA,,1900091200323;1900091200332,,,,DIGREA,4.0,,69548.53,1.86,1.86,,,,,
2024/25,South Eastern England Electricity Network,GAT_BF,,1900060690231;1900060690240,,,,GAT_BF,3.0,0.776,36594.39,1.91,1.91,,,,,
2024/25,South Eastern England Electricity Network,KNGSPN,,MSID: 1027,,,,KNGSPN,4.0,0.13,66928.99,2.16,2.16,,,,,
2024/25,South Eastern England Electricity Network,NR_CAN,,1900060218790,,,,NR_CAN,2.0,0.015,16959.97,2.56,2.56,,,,,
2024/25,South Eastern England Electricity Network,NR_CRO,,1900060218815,,,,NR_CRO,4.0,0.021,67999.24,2.11,2.11,,,,,
2024/25,South Eastern England Electricity Network,NR_FOK,,1900060218959,,,,NR_FOK,2.0,1.451,16959.97,1.97,1.97,,,,,
2024/25,South Eastern England Electricity Network,NR_HAS,,1900060218986,,,,NR_HAS,2.0,,22539.41,2.92,2.92,,,,,
2024/25,South Eastern England Electricity Network,NR_MAI,,1900060219535,,,,NR_MAI,3.0,3.543,36594.39,2.17,2.17,,,,,
2024/25,South Eastern England Electricity Network,NR_QUE,,1900060219084,,,,NR_QUE,1.0,,3054.42,1.33,1.33,,,,,
2024/25,South Eastern England Electricity Network,NR_TUN,,1900060219206,,,,NR_TUN,3.0,7.341,36594.39,2.9,2.9,,,,,
2024/25,South Eastern England Electricity Network,SENTIV,,1900090497281;1900090497290;1900090497306;1900090497315,,,,SENTIV,4.0,0.05,183985.57,1.39,1.39,,,,,
2024/25,South Eastern England Electricity Network,THAMEM,691,1900090872672;1900090872681,THAMEM,691,1900090876979;1900090876988,THAMEM,4.0,,73474.95,1.6,1.6,,4909.47,0.05,0.05,
2024/25,South Eastern England Electricity Network,ASHBYS,741,1900091216963,ASHBYS,741,1900091216972,ASHBYS,,5.143,16.42,1.9,1.9,,1674.86,0.05,0.05,
2024/25,South Eastern England Electricity Network,BEDERF,693,1900091482588,BEDERF,693,1900091482597,BEDERF,,0.201,577.83,1.0,1.0,-0.317,4105.64,0.05,0.05,
2024/25,South Eastern England Electricity Network,BESAYL,694,1900091632775,BESAYL,694,1900091632784,BESAYL,,0.045,589.22,0.9,0.9,-0.087,589.22,0.05,0.05,
2024/25,South Eastern England Electricity Network,BNTLY2,712,1900091463646,BNTLY2,712,1900091463655,BNTLY2,,6.286,11.26,1.58,1.58,,945.82,0.05,0.05,
2024/25,South Eastern England Electricity Network,BRETSH,726,1900061003393;1900090466576,BRETSH,726,1900060866064;1900060866082,BRETSH,,0.014,38.36,1.18,1.18,,,,,
2024/25,South Eastern England Electricity Network,CLYHLL,716,1900091343750,CLYHLL,716,1900091343769,CLYHLL,,1.368,11.13,3.46,3.46,,1113.22,0.05,0.05,
2024/25,South Eastern England Electricity Network,FORDSF,707,1900091361962,FORDSF,707,1900091361971,FORDSF,,0.275,19.34,1.92,1.92,,1105.02,0.05,0.05,
2024/25,South Eastern England Electricity Network,FRWOOD,743,1900091200388,FRWOOD,743,1900091200397,FRWOOD,,,30.53,1.38,1.38,,1526.59,0.05,0.05,
2024/25,South Eastern England Electricity Network,GROVEH,727,1900060225185,GROVEH,727,1900060225194,GROVEH,4.0,,67630.79,1.27,1.27,,,,,
2024/25,South Eastern England Electricity Network,HANSTA,728,1900004383769;1900031426056,HANSTA,728,1900060442174;1900060512032,HANSTA,,4.446,3.08,0.92,0.92,,,,,
2024/25,South Eastern England Electricity Network,KM3CHP,699,1900091669720,KM3CHP,699,1900091669739,KM3CHP,2.0,,16333.77,0.89,0.89,,4207.52,0.05,0.05,
2024/25,South Eastern England Electricity Network,KNTSFM,,MSID: 7435,KNTSFM,,MSID: 7436,KNTSFM,,0.828,1259.15,0.8,0.8,-0.796,1325.81,0.05,0.05,
2024/25,South Eastern England Electricity Network,LBOURN,747,1900091171267,LBOURN,747,1900091171276,LBOURN,,,13.41,3.41,3.41,,1257.01,0.05,0.05,
2024/25,South Eastern England Electricity Network,LCHEYI,721,1900090194653,LCHEYI,721,1900090194644,LCHEYI,,0.15,10.01,2.93,2.93,,1299.75,0.05,0.05,
2024/25,South Eastern England Electricity Network,LENHAM,736,1900091081560,LENHAM,736,1900091081570,LENHAM,,6.39,21.84,1.83,1.83,,2184.44,0.05,0.05,
2024/25,South Eastern England Electricity Network,LGHTON,748,1900091200138,LGHTON,748,1900091200147,LGHTON,,3.834,18.73,3.78,3.78,,1311.19,0.05,0.05,
2024/25,South Eastern England Electricity Network,MVVRID,710,1900091199138,MVVRID,710,1900091199147,MVVRID,,,2815.57,0.71,0.71,,14809.91,0.05,0.05,
2024/25,South Eastern England Electricity Network,ORCHRD,753,1900091085120;1900091349715;1900091349706,ORCHRD,753,1900091085110;1900091349724;1900091349733,ORCHRD,,,8.84,2.43,2.43,,1591.56,0.05,0.05,
2024/25,South Eastern England Electricity Network,PSHLEY,703,1900091178954,PSHLEY,703,1900091178963,PSHLEY,,,19.97,1.89,1.89,,1996.97,0.05,0.05,
2024/25,South Eastern England Electricity Network,SHEPHM,718,1900091420128,SHEPHM,718,1900091420137,SHEPHM,,2.366,78.23,1.4,1.4,,2933.66,0.05,0.05,
2024/25,South Eastern England Electricity Network,WDLNDS,702,1900091207124,WDLNDS,702,1900091207133,WDLNDS,,0.015,37.46,1.7,1.7,,4494.97,0.05,0.05,
2024/25,South Eastern England Electricity Network,WIDHFM,714,1900091478493,WIDHFM,714,1900091478509,WIDHFM,,4.885,29.24,1.7,1.7,,2339.33,0.05,0.05,
2024/25,South Eastern England Electricity Network,WLBEES,715,1900091315238,WLBEES,715,1900091315229,WLBEES,,8.462,5.3,1.47,1.47,,529.83,0.05,0.05,
2024/25,South Eastern England Electricity Network,WRGALL,731,1900070394457,WRGALL,731,1900070394466;1900070467983,WRGALL,,5.019,1234.59,0.8,0.8,,,,,
2025/26,East of England Electricity Network,AW_GRA,400,1014571445536;1023477037942,AW_GRA,400,1050001872410;1050001872400,AW_GRA,2.0,1.048,22770.3,5.9,5.9,0.0,80.64,0.05,0.05,
2025/26,East of England Electricity Network,AWOUSE,,1014571965793;1023475403798,,,,AWOUSE,1.0,0.848,5060.57,5.85,5.85,,,,,
2025/26,East of England Electricity Network,BPTLTD,,1014572502380;1023475256360,,,,BPTLTD,2.0,2.104,23023.23,1.9,1.9,,,,,
2025/26,East of England Electricity Network,BTLCOM,,1014572546086;1023545733475;1050000169030,,,,BTLCOM,2.0,4.37,23367.8,3.98,3.98,,,,,
2025/26,East of England Electricity Network,DGRLTY,,1030050289278;1030050289506,,,,DGRLTY,4.0,0.425,89001.25,1.27,1.27,,,,,
2025/26,East of England Electricity Network,EMR_TI,,1014572805060;1023475632649,,,,EMR_TI,2.0,0.427,23940.97,1.45,1.45,,,,,
2025/26,East of England Electricity Network,FORD_D,,1015684515819,,,,FORD_D,4.0,0.086,114408.47,2.18,2.18,,,,,
2025/26,East of England Electricity Network,FXDOYS,,1023482441566;1023492579962,,,,FXDOYS,2.0,2.565,27768.4,2.65,2.65,,,,,
2025/26,East of England Electricity Network,HRLWDC,,1050001003372;1050001003381;1050001003390,,,,HRLWDC,2.0,0.091,47520.07,1.32,1.32,,,,,
2025/26,East of England Electricity Network,KLYN33,,MSID: 7044,,,,KLYN33,,0.0,494.25,1.31,1.31,,,,,
2025/26,East of England Electricity Network,LS&E_N,,1014568599280;1023477604661,,,,LS&E_N,1.0,1.628,6004.29,1.91,1.91,,,,,
2025/26,East of England Electricity Network,LU_FIN,,1023478728447;1023478728907,,,,LU_FIN,3.0,0.0,49798.78,3.09,3.09,,,,,
2025/26,East of England Electricity Network,MLVLCM,,1030062915127,,,,MLVLCM,1.0,0.184,4888.28,1.25,1.25,,,,,
2025/26,East of England Electricity Network,NR_SPR,728,1014572602660,NR_SPR,728,1023545944930,NR_SPR,3.0,0.322,62082.28,2.86,2.86,,,,,
2025/26,East of England Electricity Network,NYSEIB,,1030062357607;1030062357839,,,,NYSEIB,3.0,2.459,58851.07,1.84,1.84,,,,,
2025/26,East of England Electricity Network,STANS3,,1015685338293,,,,STANS3,2.0,0.0,23023.23,2.8,2.8,,,,,
2025/26,East of England Electricity Network,TILBUR,733,1023478133661;1023525728718;1023525729172;1050001279560;1030082588170;1050000414848;1050000423105,TILBUR,733,1030084129409;1030084129630;1030084129862,TILBUR,4.0,0.619,77047.84,2.56,2.56,0.0,2400.69,0.05,0.05,
2025/26,East of England Electricity Network,WARNER,,1030076325049;1030076325270,,,,WARNER,2.0,2.158,32204.64,5.29,5.29,,,,,
2025/26,East of England Electricity Network,WWYNDC,,1030059750786;1030059751015;1050001656595;1050001656600,,,,WWYNDC,4.0,0.377,118869.59,3.12,3.12,,,,,
2025/26,East of England Electricity Network,ALCORG,651,1050001015545,ALCORG,651,1050000998050,ALCORG,1.0,0.0,4716.0,0.0,0.0,0.0,998.5,0.05,0.05,
2025/26,East of England Electricity Network,ARLBES,,MSID: 7401,ARLBES,,MSID: 7402,ARLBES,4.0,0.0,76620.14,1.23,1.23,0.0,3265.67,0.05,0.05,True
2025/26,East of England Electricity Network,BDGHSE,782,1050000669548,BDGHSE,782,1050000669539,BDGHSE,,0.46,42.54,1.27,1.27,0.0,1585.51,0.05,0.05,
2025/26,East of England Electricity Network,BMPFM2,407,1050001658120,BMPFM2,407,1050001658148,BMPFM2,,1.942,347.59,1.22,1.22,0.0,903.73,0.05,0.05,
2025/26,East of England Electricity Network,BNNSHL,654,1050001021414,BNNSHL,654,1050001021423,BNNSHL,,0.0,46.42,4.53,4.53,0.0,1985.94,0.05,0.05,
2025/26,East of England Electricity Network,BOXTED,783,1050000774270;1050001847557,BOXTED,783,1050000774289;1050001847566,BOXTED,,0.0,17.65,1.91,1.91,0.0,476.6,0.05,0.05,
2025/26,East of England Electricity Network,BREFC1,409,1050002055530,BREFC1,409,1050002055549,BREFC1,,0.0,157.8,2.65,2.65,-2.018,189.26,0.05,0.05,
2025/26,East of England Electricity Network,BRKESF,,MSID: 7472,BRKESF,,MSID: 7473,BRKESF,,0.053,4934.85,1.23,1.23,-0.053,4934.85,0.05,0.05,
2025/26,East of England Electricity Network,BRTHS2,785,1050000782944,BRTHS2,785,1050000773842,BRTHS2,,0.461,2.46,2.42,2.42,0.0,491.79,0.05,0.05,
2025/26,East of England Electricity Network,BS_WIS,719,1014568635628,BS_WIS,719,1023470427970,BS_WIS,2.0,0.05,22728.08,1.5,1.5,-0.456,444.83,0.05,0.05,
2025/26,East of England Electricity Network,BURWBS,,MSID: 7439,BURWBS,,MSID: 7440,BURWBS,,0.0,1003.98,1.32,1.32,0.0,1003.98,0.05,0.05,
2025/26,East of England Electricity Network,CAVDRD,773,1050001791569,CAVDRD,773,1050001791578,CAVDRD,1.0,0.578,4775.76,1.27,1.27,-0.568,1507.94,0.05,0.05,
2025/26,East of England Electricity Network,CLAYB1,,MSID: 7502,CLAYB1,,MSID: 7503,CLAYB1,,0.0,1475.8,1.22,1.22,-0.018,1475.8,0.05,0.05,
2025/26,East of England Electricity Network,CLAYB2,,MSID: 7504,CLAYB2,,MSID: 7505,CLAYB2,,0.0,1475.8,1.22,1.22,-0.018,1475.8,0.05,0.05,
2025/26,East of England Electricity Network,CLAYPV,437,1050001382337,CLAYPV,437,1050001382355,CLAYPV,,0.0,326.8,1.32,1.32,-0.047,761.63,0.05,0.05,
2025/26,East of England Electricity Network,CRANHM,684,1050001191792,CRANHM,684,1050001191808,CRANHM,,1.025,19.51,3.36,3.36,0.0,1068.93,0.05,0.05,
2025/26,East of England Electricity Network,CROYDN,787,1050000808859,CROYDN,787,1050000808868,CROYDN,,0.0,0.92,5.04,5.04,0.0,493.33,0.05,0.05,
2025/26,East of England Electricity Network,CTWDFM,736,1030079565056,CTWDFM,736,1030079564823,CTWDFM,1.0,0.0,4734.41,2.65,2.65,0.0,1510.1,0.05,0.05,
2025/26,East of England Electricity Network,EARLHF,737,1030081316739,EARLHF,737,1030081316960,EARLHF,1.0,0.0,4723.08,1.31,1.31,0.0,708.01,0.05,0.05,
2025/26,East of England Electricity Network,EDLPIT,713,1030020271288,EDLPIT,713,1030020271056,EDLPIT,1.0,0.0,4760.22,3.88,3.88,,,,,
2025/26,East of England Electricity Network,ELLOSF,755,1050000612880;1050001004933;1050001004942,ELLOSF,755,1050000612870;1050001004915;1050001004924,ELLOSF,,4.607,8.84,4.44,4.44,0.0,2033.91,0.05,0.05,
2025/26,East of England Electricity Network,ELSAGE,659,1050000923668,ELSAGE,659,1050000923677,ELSAGE,,0.0,30.62,6.59,6.59,0.0,1837.25,0.05,0.05,
2025/26,East of England Electricity Network,EYEWFM,757,1030085019966,EYEWFM,757,1030085020190,EYEWFM,,0.958,17.66,1.28,1.28,0.0,1201.07,0.05,0.05,
2025/26,East of England Electricity Network,GOOSFM,442,1050001727953,GOOSFM,442,1050001727962,GOOSFM,,0.0,23.43,1.92,1.92,0.0,4099.44,0.05,0.05,
2025/26,East of England Electricity Network,GREYSH,443,1050001391466,GREYSH,443,1050001391475,GREYSH,,10.096,208.82,1.26,1.26,-9.823,4071.93,0.05,0.05,
2025/26,East of England Electricity Network,GRNEND,769,1050000774215,GRNEND,769,1050000774224,GRNEND,,9.479,82.06,2.04,2.04,0.0,8205.82,0.05,0.05,
2025/26,East of England Electricity Network,GUNFL3,,MSID: 7277,GUNFL3,,MSID: 7277,GUNFL3,1.0,0.464,4836.51,1.22,1.22,0.0,387.93,0.05,0.05,
2025/26,East of England Electricity Network,HOBACK,770,1050000708514,HOBACK,770,1050000698405,HOBACK,,0.378,8.9,3.1,3.1,0.0,1647.12,0.05,0.05,
2025/26,East of England Electricity Network,HRMT_P,686,1050001324414,HRMT_P,686,1050001324423,HRMT_P,,0.0,11.16,1.51,1.51,0.0,558.04,0.05,0.05,
2025/26,East of England Electricity Network,HUTBAT,,MSID: 7432,HUTBAT,,MSID: 7433,HUTBAT,,3.028,816.33,1.27,1.27,-2.907,816.33,0.05,0.05,
2025/26,East of England Electricity Network,KNNING,452,1050000823458,KNNING,452,1050000823467,KNNING,,0.0,8.58,8.72,8.72,0.0,1029.89,0.05,0.05,
2025/26,East of England Electricity Network,MANFRM,668,1050000961361,MANFRM,668,1050000961370,MANFRM,1.0,0.0,4746.15,5.88,5.88,0.0,6554.34,0.05,0.05,
2025/26,East of England Electricity Network,MANORF,456,1050000843640,MANORF,456,1050000843659,MANORF,,0.0,95.19,3.34,3.34,0.0,1392.96,0.05,0.05,
2025/26,East of England Electricity Network,MELBRN,469,1050000810928,MELBRN,469,1050000810937,MELBRN,,0.585,16.8,2.24,2.24,0.0,1512.22,0.05,0.05,
2025/26,East of England Electricity Network,MILLDR,690,1050001197855,MILLDR,690,1050001197846,MILLDR,1.0,0.038,4745.18,1.8,1.8,0.0,1458.97,0.05,0.05,
2025/26,East of England Electricity Network,MILLFM,691,1050001261465,MILLFM,691,1050001261429,MILLFM,,0.0,25.49,7.06,7.06,0.0,2039.24,0.05,0.05,
2025/26,East of England Electricity Network,NEVEDN,446,1050001507449,NEVEDN,446,1050001507458,NEVEDN,,1.444,841.31,1.23,1.23,-1.444,841.31,0.05,0.05,
2025/26,East of England Electricity Network,OUTWDS,672,1050001054190,OUTWDS,672,1050001054206,OUTWDS,,1.007,19.38,1.4,1.4,0.0,969.12,0.05,0.05,
2025/26,East of England Electricity Network,PARKFM,414,1050001523760,PARKFM,414,1050002018468,PARKFM,2.0,0.784,23067.94,1.31,1.31,-0.736,104.97,0.05,0.05,
2025/26,East of England Electricity Network,PBPS_2,447,1050001368323,PBPS_2,447,1050001368332,PBPS_2,,0.0,12.46,2.69,2.69,-0.302,1197.26,0.05,0.05,True
2025/26,East of England Electricity Network,PICKEN,706,1030030431071,PICKEN,706,1030030430849,PICKEN,,0.0,12.94,1.35,1.35,,,,,
2025/26,East of England Electricity Network,POBAIL,448,1050001118598,POBAIL,448,1050001118490,POBAIL,1.0,0.0,4725.79,8.85,8.85,0.0,978.72,0.05,0.05,
2025/26,East of England Electricity Network,PRHMSF,777,1030085099084,PRHMSF,777,1030085040202,PRHMSF,,0.0,13.58,10.73,10.73,0.0,4072.71,0.05,0.05,
2025/26,East of England Electricity Network,RANDCS,673,1050001041962,RANDCS,673,1050001041935,RANDCS,,0.227,10.77,2.07,2.07,0.0,2476.66,0.05,0.05,
2025/26,East of England Electricity Network,RKYERF,408,1050001971040,RKYERF,408,1050001971050,RKYERF,,0.0,1690.7,1.34,1.34,-0.228,14032.78,0.05,0.05,
2025/26,East of England Electricity Network,ROOKRY,676,1050001028465,ROOKRY,676,1050001028474,ROOKRY,,0.0,11.29,11.13,11.13,0.0,482.96,0.05,0.05,
2025/26,East of England Electricity Network,ROYSTN,677,1050000996105,ROYSTN,677,1050000996114,ROYSTN,,0.017,9.19,1.96,1.96,0.0,1379.02,0.05,0.05,
2025/26,East of England Electricity Network,SFKEFW,470,1050000628009,SFKEFW,470,1050000628018,SFKEFW,1.0,1.175,6181.86,1.25,1.25,-1.175,10179.61,0.05,0.05,
2025/26,East of England Electricity Network,SHERSH,,MSID: 7234,SHERSH,,MSID: 7234,SHERSH,2.0,0.0,22736.72,1.29,1.29,0.0,3212.84,0.05,0.05,
2025/26,East of England Electricity Network,SHOTSF,389,1050002464089,SHOTSF,389,1050002464098,SHOTSF,1.0,0.0,4864.41,3.11,3.11,0.0,2938.59,0.05,0.05,
2025/26,East of England Electricity Network,SNTBRE,695,1050001084200,SNTBRE,695,1050001084229,SNTBRE,,0.288,190.93,1.25,1.25,-0.281,2291.11,0.05,0.05,
2025/26,East of England Electricity Network,STRTHL,775,1050000563372,STRTHL,775,1050000563381,STRTHL,,0.0,4.76,7.49,7.49,0.0,1038.71,0.05,0.05,
2025/26,East of England Electricity Network,STWBRG,732,1050000613847,STWBRG,732,1050000613856,STWBRG,,0.041,11.32,5.08,5.08,0.0,2376.19,0.05,0.05,
2025/26,East of England Electricity Network,THAMBS,,MSID: 7539,THAMBS,,MSID: 7540,THAMBS,,0.0,2360.99,2.16,2.16,-1.37,2360.99,0.05,0.05,
2025/26,East of England Electricity Network,TOGGAM,679,1050001059393,TOGGAM,679,1050001059384,TOGGAM,1.0,0.506,4785.83,1.75,1.75,0.0,7408.63,0.05,0.05,
2025/26,East of England Electricity Network,TRNCLE,698,1050001078642,TRNCLE,698,1050001078651,TRNCLE,,1.174,190.26,2.02,2.02,0.0,17680.75,0.05,0.05,
2025/26,East of England Electricity Network,UKPRST,699,1050001052193,UKPRST,699,1050001052184,UKPRST,,1.668,12.05,1.9,1.9,-2.101,482.2,0.05,0.05,
2025/26,East of England Electricity Network,VINESF,681,1050000996141,VINESF,681,1050000996150,VINESF,,0.585,104.64,3.14,3.14,0.0,41854.4,0.05,0.05,
2025/26,East of England Electricity Network,WDLWWW,650,1030078016696,WDLWWW,650,1030078017157,WDLWWW,,0.194,9.02,1.99,1.99,0.0,1277.66,0.05,0.05,
2025/26,East of England Electricity Network,WIGGIN,461,1050000769145,WIGGIN,461,1050000769154,WIGGIN,,0.695,24.63,4.78,4.78,0.0,2462.8,0.05,0.05,
2025/26,East of England Electricity Network,WOOLLY,464,1050000555920,WOOLLY,464,1050000555910,WOOLLY,,0.0,108.67,2.5,2.5,0.0,10867.28,0.05,0.05,
2025/26,East of England Electricity Network,WRYDEC,682,1050000948110,WRYDEC,682,1050000948120,WRYDEC,,0.349,43.02,1.7,1.7,0.0,11184.88,0.05,0.05,
2025/26,East of England Electricity Network,WSBRDG,463,1050000650690,WSBRDG,463,1050000650680,WSBRDG,,0.0,16.27,12.66,12.66,0.0,1301.99,0.05,0.05,
2025/26,London Electricity Network,22BSHP,,1200062355497;1200062355502,,,,22BSHP,2.0,0.236,5691.6,2.46,2.46,,,,,
2025/26,London Electricity Network,BISHPC,,1200061143976;1200061143985,,,,BISHPC,3.0,0.201,12110.09,2.75,2.75,,,,,
2025/26,London Electricity Network,BRKFLD,,1200061148060;1200061148079,,,,BRKFLD,2.0,0.209,5691.6,2.62,2.62,,,,,
2025/26,London Electricity Network,FENAVE,,1200062132159;1200062132168,,,,FENAVE,2.0,0.236,5691.6,2.21,2.21,,,,,
2025/26,London Electricity Network,LEDNHS,,1200061144065;1200061144074,,,,LEDNHS,2.0,0.216,5691.6,2.67,2.67,,,,,
2025/26,London Electricity Network,LU_ACT,,MSID: 1631,,,,LU_ACT,2.0,0.0,5043.48,2.63,2.63,,,,,
2025/26,London Electricity Network,LU_CHA,,1200061231921;1200061231930;1200061231940;1200061231959,,,,LU_CHA,4.0,0.0,54941.66,1.64,1.64,,,,,
2025/26,London Electricity Network,LU_STE,,1200010157225;1200010157234,,,,LU_STE,4.0,0.0,51149.81,4.45,4.45,,,,,
2025/26,London Electricity Network,NR_BOW,707,1200060280440;1200060280468,NR_BOW,707,1200060280430;1200060280459,NR_BOW,3.0,0.004,29135.71,4.38,4.38,,,,,
2025/26,London Electricity Network,NR_CIT,,1200010251521,,,,NR_CIT,1.0,0.0,834.27,1.42,1.42,,,,,
2025/26,London Electricity Network,NR_W11,,1200010251512,,,,NR_W11,3.0,0.0,30490.42,1.88,1.88,,,,,
2025/26,London Electricity Network,TELEHW,,1200060951114;1200060951123,,,,TELEHW,4.0,0.0,33207.5,2.85,2.85,,,,,
2025/26,London Electricity Network,THAMEB,701,1200010146153;1200010146162;1200010146171;1200061197703,THAMEB,701,1200050312030;1200050312040;1200061219394;1200050312059,THAMEB,4.0,0.0,41301.34,0.88,0.88,0.0,0.0,0.0,0.0,
2025/26,London Electricity Network,THAMEC,702,1200061171324;1200061171333,THAMEC,702,1200061171342;1200061171351,THAMEC,4.0,0.0,37127.52,3.81,3.81,0.0,5084.17,0.05,0.05,
2025/26,London Electricity Network,TLRSLN,,MSID: 5538,TLRSLN,,MSID: 5538,TLRSLN,1.0,0.022,597.52,0.97,0.97,-0.023,0.0,0.05,0.05,
2025/26,South Eastern England Electricity Network,BP_OIL,,1900017426438;1900017426447,,,,BP_OIL,1.0,0.0,3321.06,1.19,1.19,,,,,
2025/26,South Eastern England Electricity Network,CHESDC,,ENET,,,,CHESDC,3.0,0.006,30877.65,0.89,0.89,,,,,
2025/26,South Eastern England Electricity Network,DIGREA,,1900091200323;1900091200332,,,,DIGREA,4.0,0.0,55646.02,2.0,2.0,,,,,
2025/26,South Eastern England Electricity Network,GAT_AF,,1900017427938;1900017427947;1900060576620,,,,GAT_AF,3.0,1.086,37168.23,2.09,2.09,,,,,
2025/26,South Eastern England Electricity Network,GAT_BF,,1900060690231;1900060690240,,,,GAT_BF,3.0,0.442,34194.28,1.76,1.76,,,,,
2025/26,South Eastern England Electricity Network,NP_LAB,,1900047386380,,,,NP_LAB,1.0,1.901,3679.38,2.89,2.89,,,,,
2025/26,South Eastern England Electricity Network,NR_3BR,,1900060219145,,,,NR_3BR,4.0,0.451,54671.95,2.76,2.76,,,,,
2025/26,South Eastern England Electricity Network,NR_BRI,,1900060218675,,,,NR_BRI,4.0,1.375,54671.95,2.11,2.11,,,,,
2025/26,South Eastern England Electricity Network,NR_CRO,,1900060218815,,,,NR_CRO,4.0,0.013,54157.97,1.91,1.91,,,,,
2025/26,South Eastern England Electricity Network,NR_FOK,,1900060218959,,,,NR_FOK,2.0,0.583,15015.3,1.53,1.53,,,,,
2025/26,South Eastern England Electricity Network,NR_SIT,,1900060219819;1900060219855,,,,NR_SIT,3.0,0.018,34194.28,1.55,1.55,,,,,
2025/26,South Eastern England Electricity Network,NR_THA,,1900060219720;1900060219794,,,,NR_THA,2.0,1.964,15015.3,2.01,2.01,,,,,
2025/26,South Eastern England Electricity Network,SENTIV,,1900090497281;1900090497290;1900090497306;1900090497315,,,,SENTIV,4.0,0.021,165560.4,1.26,1.26,,,,,
2025/26,South Eastern England Electricity Network,THAMES,732,1900016424857,THAMES,732,1900060576611,THAMES,2.0,0.402,18805.84,2.54,2.54,-0.246,2826.86,0.05,0.05,
2025/26,South Eastern England Electricity Network,ASHBYS,741,1900091216963,ASHBYS,741,1900091216972,ASHBYS,,3.065,15.77,2.44,2.44,0.0,1608.67,0.05,0.05,
2025/26,South Eastern England Electricity Network,BESAYL,694,1900091632775,BESAYL,694,1900091632784,BESAYL,,0.0,565.94,0.78,0.78,-0.005,565.94,0.05,0.05,
2025/26,South Eastern England Electricity Network,BRAMBS,695,1900091566810,BRAMBS,695,1900091566820,BRAMBS,,0.075,565.94,1.06,1.06,-0.319,565.94,0.05,0.05,
2025/26,South Eastern England Electricity Network,BRELLE,696,1900091523116,BRELLE,696,1900091523125,BRELLE,,0.003,50.68,1.65,1.65,-0.384,1081.2,0.05,0.05,
2025/26,South Eastern England Electricity Network,BRKHST,738,1900090834409,BRKHST,738,1900090834418,BRKHST,2.0,1.17,16653.73,4.57,4.57,-5.62,7921.91,0.05,0.05,
2025/26,South Eastern England Electricity Network,CAPELG,706,1900091353298,CAPELG,706,1900091353303,CAPELG,,5.144,1.41,4.71,4.71,0.0,1151.25,0.05,0.05,
2025/26,South Eastern England Electricity Network,CLYHLL,716,1900091343750,CLYHLL,716,1900091343769,CLYHLL,,1.741,10.69,3.35,3.35,0.0,1069.23,0.05,0.05,
