Company,Unit,Default/Market,Location,Oct 13 - LEAD,Oct 13  - LAG,Oct 13  - TOTAL,Nov 13 - LEAD,Nov 13 - LAG,Nov 13 - TOTAL,Dec 13 - LEAD,Dec 13 -LAG,Dec 13 - TOTAL,Jan 14 - LEAD,Jan 14 - LAG,Jan 14 - TOTAL,Feb 14 - LEAD,Feb 14- LAG,Feb 14 - TOTAL,Mar 14 - LEAD,Mar 14  - LAG,Mar 14 - TOTAL,Apr 14 - LEAD,Apr 14  - LAG,Apr 14   - TOTAL,May 14 - LEAD,May 14 - LAG,May 14 - TOTAL,Jun 14 - LEAD,Jun 14 -LAG,Jun 14 - TOTAL,Jul 14 - LEAD,Jul 14  - LAG,Jul 14  - TOTAL,Aug 14 - LEAD,Aug 14 - LAG,Aug 14  - TOTAL,Sep 14- LEAD,Sep 14  - LAG,Sep 14- TOTAL, Oct 14- LEAD,Oct 14- LAG,Oct 14   - TOTAL,Nov 14 - LEAD,Nov 14- LAG,Nov 14- TOTAL,Dec 14 - LEAD,Dec 14  -LAG,Dec 14  - TOTAL,Jan 15 - LEAD,Jan 15  - LAG,Jan 15 - TOTAL,Feb 15 - LEAD,Feb 15  - LAG,Feb 15 - TOTAL,Mar 15- LEAD,Mar 15  - LAG,Mar 15- TOTAL, Apr 15- LEAD, Apr 15- LAG, Apr 15  - TOTAL,May 15 - LEAD,May 15- LAG,May 15- TOTAL,Jun 15 - LEAD,Jun 15  -LAG,Jun 15  - TOTAL,Jul 15 - LEAD,Jul 15  - LAG,Jul 15  - TOTAL,Aug 15 - LEAD,Aug 15  - LAG,Aug 15  - TOTAL,Sep 15- LEAD,Sep 15 - LAG,Sep 15- TOTAL,Oct 15- LEAD, Oct 15- LAG,Oct 15  - TOTAL,Nov 15 - LEAD,Nov 15- LAG,Nov 15- TOTAL,Dec 15 - LEAD,Dec 15  -LAG,Dec 15  - TOTAL,Jan 16 - LEAD,Jan 16  - LAG,Jan 16   - TOTAL,Feb 16 - LEAD,Feb 16- LAG,Feb 16 - TOTAL,Mar 16 - LEAD,Mar 16  - LAG,Mar 16 - TOTAL, Apr 16 - LEAD, Apr 16  - LAG, Apr 16- TOTAL,May 16 - LEAD,May 16 - LAG,May 16 - TOTAL,Jun 16 - LEAD,Jun 16 -LAG,Jun 16- TOTAL,Jul 16 - LEAD,Jul 16 - LAG,Jul 16 - TOTAL,Aug 16 - LEAD,Aug 16- LAG,Aug 16 - TOTAL,Sep 16 - LEAD,Sep 16  - LAG,Sep 16  - TOTAL, Oct 16 - LEAD, Oct 16  - LAG, Oct 16 - TOTAL,Nov 16 - LEAD,Nov 16 - LAG,Nov 16 - TOTAL,Dec 16 - LEAD,Dec 16 -LAG,Dec 16 - TOTAL,Jan 17 - LEAD,Jan 17 - LAG,Jan 17 - TOTAL,Feb 17 - LEAD,Feb 17 - LAG,Feb 17 - TOTAL,Mar 17- LEAD,Mar 17  - LAG,Mar 17 - TOTAL, Apr 17 - LEAD, Apr 17  - LAG, Apr 17 - TOTAL,May 17 - LEAD,May 17 - LAG,May 17 - TOTAL,Jun 17 - LEAD,Jun 17  -LAG,Jun 17  - TOTAL,Jul 17 - LEAD,Jul 17 - LAG,Jul 17- TOTAL,Aug 17 - LEAD,Aug 17 - LAG,Aug 17 - TOTAL,Sep 17- LEAD,Sep 17  - LAG,Sep 17 - TOTAL, Oct 17 - LEAD, Oct 17  - LAG,  Oct 17 - TOTAL,Nov 17 - LEAD,Nov 17 - LAG,Nov 17 - TOTAL,Dec 17 - LEAD,Dec 17  -LAG,Dec 17  - TOTAL,Jan 18 - LEAD,Jan 18  - LAG,Jan 18 - TOTAL,Feb 18 - LEAD,Feb 18 - LAG,Feb 18 - TOTAL,Mar 18 - LEAD,Mar 18  - LAG,Mar 18 - TOTAL, Apr 18 - LEAD,Apr 18  - LAG,  Apr 18 - TOTAL,May 18 - LEAD,May 18 - LAG,May 18 - TOTAL,Jun 18 - LEAD,Jun 18 -LAG,Jun 18  - TOTAL,Jul 18 - LEAD,Jul 18  - LAG,Jul 18 - TOTAL,Aug 18 - LEAD,Aug 18 - LAG,Aug 18 - TOTAL,Sep 18 - LEAD,Sep 18  - LAG,Sep 18 - TOTAL, Oct 18 - LEAD, Oct 18  - LAG, Oct 18 - TOTAL,Nov 18 - LEAD,Nov 18 - LAG,Nov 18 - TOTAL,Dec 18 - LEAD,Dec 18 -LAG,Dec 18  - TOTAL,Jan 19 - LEAD,Jan 19  - LAG,Jan 19 - TOTAL,Feb 19 - LEAD,Feb 19 - LAG,Feb 19- TOTAL,Mar 19 - LEAD,Mar 19  - LAG,Mar 19 - TOTAL,Apr 19 - LEAD,Apr 19 -LAG,Apr 19- TOTAL,May 19 - LEAD,May 19 -LAG,May 19- TOTAL,Jun 19 - LEAD,Jun 19 -LAG,Jun 19- TOTAL,Jul 19 - LEAD,Jul 19 -LAG,Jul 19- TOTAL,Aug 19 - LEAD, Aug 19 -LAG,Aug 19- TOTAL,Sep 19 - LEAD,Sep 19 -LAG,Sep 19- TOTAL,Oct 19 -LEAD,Oct 19 - LAG,Oct -19 TOTAL,Nov 19 -LEAD,Nov 19 - LAG,Nov -19 TOTAL,Dec 19 -LEAD,Dec 19 - LAG,Dec 19 - TOTAL,Jan 20 -LEAD,Jan 20 - LAG,Jan 20 - TOTAL,Feb 20 -LEAD,Feb 20 - LAG,Feb 20 - TOTAL,Mar 20 -LEAD,Mar 20 - LAG,Mar 20 - TOTAL
WALN,WLNYW-1,D,N,"5,027","8,406","13,432","7,289","2,415","9,704","2,206","4,544","6,749","6,623","3,896","10,519","4,009","8,134","12,143","5,783","6,450","12,233","6,542","2,662","9,205","7,031","2,280","9,311","3,655","1,629","5,284","4,580","3,928","8,508","3,153","9,309","12,462","7,940","1,035","8,976","3,478","6,969","10,447","3,745","6,451","10,197","1,291","16,368","17,659","2,376","10,837","13,212","4,418","6,773","11,190","2,901","6,845","9,747","6,001","4,738","10,739","2,565","8,858","11,423","6,953","3,242","10,196","9,647","2,497","12,144","5,860","3,063","8,923","3,936","3,989","7,924","3,629","5,677","9,305","2,224","14,591","16,815","2,224","14,672","16,896","1,629","11,997","13,625","2,497","7,546","10,043","10,565","3,980","14,546","2,399","4,897","7,297","2,937","4,226","7,163","15,482",215,"15,697","32,608",2,"32,611","17,224",74,"17,298","13,914","1,344","15,257","8,069",957,"9,026","4,718","3,384","8,102","4,304","4,054","8,358","5,428","3,495","8,923","4,805","3,715","8,520","7,548","2,122","9,670","7,748","1,901","9,649","3,020","4,175","7,195","3,472","4,740","8,212","5,026","3,797","8,823","2,563","4,411","6,974","2,513","5,573","8,087","1,472","9,337","10,810","1,697","6,845","8,542","5,890","3,382","9,272","2,870","4,933","7,802","4,940","3,079","8,019","6,508","2,718","9,226","4,061","3,730","7,791","5,695",498,"6,192","5,807",810,"6,617","3,530","2,725","6,255",862,"7,351","8,214",201,"11,890","12,092","1,330","8,722","10,052","1,026","9,407","10,434","1,708","9,190","10,898",2313.37,6933.1,9246.47,1072.56,6936.51,"8,009",1386.667,8448.133,"9,835",888,6822,7710,2758.17,3200.2,5958.37,4860.53,2256.99,7117.52,4264.13,3081.06,7345.19,163.52,13008.32,13171.84,491.78,8095.2,8586.98,745.93,9318.45,10064.38,564.45,9251.71,9816.16,265.45,13809.53,14074.98,23.09,15077.79,15100.88,758.06,10048.59,10806.65,1785.86,6686.73,8472.59
WBUB,WBURB-1,D,N,"2,184","2,919","5,103","2,362","1,961","4,323","1,223","1,768","2,992","2,150","1,151","3,301","2,179","2,128","4,306","2,028","2,216","4,244","3,854",815,"4,669","10,697",816,"11,513","9,736","3,039","12,775","2,411","3,929","6,339","14,872","1,082","15,954","8,572","1,669","10,241","1,128","1,430","2,559","6,724","3,991","10,715","5,193","3,272","8,465","4,822","5,649","10,472",111,66,176,"5,098","2,701","7,799","12,472","1,856","14,328","17,954","2,257","20,211","34,007","1,351","35,358","23,147",869,"24,016","26,234","1,259","27,493","18,344","1,279","19,622","14,644","2,387","17,031","17,562","3,803","21,365","17,562","3,803","21,365","13,725","3,339","17,064","18,171","2,967","21,138","13,115","1,812","14,927","24,115","2,556","26,671","36,527","2,534","39,061","29,797",863,"30,660","21,982",461,"22,443","7,139",893,"8,032",0,0,0,0,0,0,"4,867","1,643","6,509","22,930","2,537","25,468","14,494","3,455","17,949","11,541","2,645","14,186","42,447","1,713","44,160","38,058","1,051","39,109","33,319","1,699","35,018","26,566","1,319","27,886","28,441","1,262","29,703","25,597","2,722","28,319","9,890",840,"10,730","21,528","2,365","23,893","11,029","6,893","17,923","14,301","4,757","19,058","20,341","2,841","23,182","11,373","3,582","14,955","7,421","4,469","11,890","15,169","1,627","16,796","16,606","1,082","17,688","14,373","1,424","15,797","28,958",893,"29,851","27,705","1,510","29,215","9,166",247,"9,413","12,258","1,148","13,405","8,591","5,919","14,511","15,896","3,960","19,855",18848.5,2150.86,20999.36,17296.01,1705.48,"19,001",18968.21,1553.19,"20,521",21397,1723,23120,26948.11,807.2,27755.31,28917.31,1095.41,30012.72,13809.95,937.76,14747.71,4137.54,576.49,4714.03,21940.89,2133.76,24074.65,14015.29,2317.6,16332.89,11043.91,2615.29,13659.2,8537.47,8445.47,16982.94,6095.77,10432.86,16528.63,8296.05,3761.12,12057.17,13172.72,3045.59,16218.31
WBUB,WBURB-2,D,N,0,0,0,0,0,0,0,0,0,"3,458",932,"4,390","2,085","3,140","5,226","6,265","3,638","9,903","1,469",900,"2,370","10,419","1,960","12,379","5,813","3,705","9,517","4,874","3,432","8,306","11,760","2,520","14,280","2,099","1,041","3,140",17,135,152,"5,495","2,734","8,229","3,026","4,317","7,343","2,060","6,883","8,943","5,096","2,991","8,087","6,750","4,446","11,196","5,855","1,458","7,313","12,926","1,971","14,898","21,524","1,896","23,419","16,438","2,250","18,688","13,382","2,100","15,481","15,331","3,809","19,140","7,386","4,210","11,597","19,525","4,377","23,903","19,525","4,377","23,903","11,486","4,024","15,511","7,235","2,093","9,327",0,0,0,"13,183",881,"14,063","12,314","1,212","13,527","35,293",804,"36,097","32,381","1,594","33,975","21,353","2,612","23,965","13,849","1,399","15,248",0,0,0,"9,331","1,234","10,565","13,405","2,909","16,314","16,626","3,638","20,264","19,610","3,603","23,214","18,843","1,288","20,131","31,316","1,118","32,434","15,748","1,522","17,270","7,537","1,744","9,281","32,499","1,916","34,415","20,679","2,113","22,792","19,611","2,502","22,113","14,415","4,001","18,416","8,355","6,115","14,470","11,699","5,378","17,076","14,578","2,869","17,446","9,144","3,404","12,548","6,182","3,469","9,651","8,266","1,506","9,773","30,252",885,"31,137","16,795",787,"17,582","28,566","1,079","29,645","22,777",502,"23,279","17,573","1,229","18,802","12,458","1,957","14,415","8,562","8,214","16,776","15,072","5,993","21,065",19111.62,2519.07,21630.69,17408.22,1616.28,"19,025",23304.75,2189.19,"25,494",34325,1585,35910,28498.09,1380.72,29878.81,32510.31,1226.61,33736.92,12627.82,2752.52,15380.34,11398.46,1405.1,12803.56,12334.57,2244.45,14579.02,9043.03,2132.15,11175.18,10654.49,3157.26,13811.75,9770.94,10430.95,20201.89,4903.09,13920.5,18823.59,3388.86,5332.22,8721.08,2212.06,692.98,2905.04
WBUB,WBURB-3,D,N,"1,731",923,"2,653","2,315","2,877","5,193","1,357",186,"1,544","3,376","1,789","5,165","3,041","2,456","5,497","5,095","2,687","7,782","7,551","1,089","8,641","12,161","1,517","13,678","3,825","2,910","6,735","7,715","3,467","11,182","25,735","2,740","28,475","4,034","2,584","6,618","7,371","2,288","9,659","2,810","1,953","4,764","1,069","3,209","4,278","2,896","3,519","6,415","6,235","4,514","10,749","11,777","4,015","15,792","15,181","2,348","17,530","21,391","1,844","23,235","2,534",221,"2,755","4,949",576,"5,525","31,424","1,237","32,661","25,158","2,088","27,246","17,388","3,616","21,005","22,053","3,930","25,983","22,053","3,930","25,983","17,356","3,545","20,901","19,127","2,959","22,086","26,708","2,032","28,740","15,749",652,"16,402","21,137","1,918","23,056","38,334","1,045","39,379","61,036",576,"61,612","27,124",797,"27,921","19,557","1,275","20,832",0,0,0,"5,354","1,045","6,399","17,578","2,273","19,851","7,442","5,333","12,775","13,242","2,496","15,738","28,270","1,345","29,615","40,376","1,155","41,531","30,099","1,334","31,433","17,991","1,336","19,327",0,0,0,0,0,0,"15,746","3,236","18,982","12,709","3,023","15,732","9,339","7,797","17,136","14,295","4,456","18,752","17,512","4,125","21,637","9,042","3,900","12,942","7,998","3,421","11,419","14,476","1,687","16,163","19,550","1,171","20,721","24,368",935,"25,302","8,159",23,"8,182","24,179","1,608","25,787","22,237","1,952","24,190","14,779","3,626","18,405","8,037","8,402","16,439","19,941","3,606","23,547",14816.12,2804.81,17620.93,9973.6,2281.59,"12,255",14767.15,2404.16,"17,171",15489,1704,17193,1500.46,175.81,1676.27,24659.52,1180.74,25840.26,13926.04,1690.48,15616.52,23260.71,2546.05,25806.76,8479.72,1725.87,10205.59,10425.77,2931.21,13356.98,7187.82,3639.17,10826.99,6622.91,10965.23,17588.14,4433.72,13004.34,17438.06,4864.65,3732.28,8596.93,19672.23,3458.51,23130.74
WBUR,WBUPS01Z,D,N,"14,007","7,900","21,907","6,368","4,199","10,568","9,020","9,081","18,102","8,533","6,328","14,860","6,085","6,022","12,107","11,535","4,674","16,209","20,887","3,220","24,107","15,682","1,418","17,099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,746","2,852","5,598","8,453","6,401","14,853","9,550","6,821","16,371","7,318","8,100","15,418","10,784","6,358","17,142","24,409","2,790","27,199","25,635","3,496","29,130","23,761","2,959","26,720","17,760","2,635","20,395",0,0,0,"5,285","3,159","8,444","10,489","3,136","13,625","2,864","1,177","4,041","2,864","1,177","4,041","1,776","1,863","3,639","1,497","1,282","2,778","4,212","1,299","5,511",685,436,"1,121",701,153,854,"9,631","1,014","10,644","6,210",147,"6,357","11,345","1,333","12,678","2,209",844,"3,052","2,094","1,818","3,912","2,075","2,627","4,703","5,251","1,485","6,736","4,723","4,435","9,158","3,349","2,210","5,560",287,15,302,"8,433",697,"9,130","1,393",937,"2,330","8,209",230,"8,438",218,613,831,0,0,0,0,0,0,0,0,0,272,504,777,0,0,0,0,0,0,"1,723",909,"2,632","2,576","5,508","8,084",0,0,0,0,0,0,0,0,0,"1,014",680,"1,694",228,207,436,313,0,313,652,745,"1,397","3,595","3,855","7,449","1,610","3,812","5,422",1414.8,1094.95,2509.75,0,0,0,0,0,0,381,0,381,0,0,0,393.65,544.75,938.4,0,0,0,0,0,0,251.75,11.7,263.45,0,0,0,3389.45,3402.35,6791.8,3312.65,4401.3,7713.95,2028.45,10650.7,12679.15,2398.55,2822.6,5221.15,399.55,1459.4,1858.95
WBUR,WBUPS02Z,D,N,581,280,861,"9,141","7,853","16,994","8,081","7,906","15,987","7,577","7,520","15,097","7,002","5,527","12,529","8,211","4,889","13,101","23,281","2,344","25,626","21,000","3,098","24,098","20,350","3,499","23,849","1,742","1,899","3,641","3,760",530,"4,290","23,848","5,658","29,505","13,804","6,593","20,397","13,858","5,724","19,582","13,357","8,028","21,385","14,567","11,425","25,993","8,239","5,428","13,667","10,417","4,977","15,394","23,953","2,736","26,689","30,785","3,469","34,254","3,936",441,"4,377",0,0,0,0,0,0,0,0,0,"2,231","1,157","3,388","1,894",608,"2,502","1,894",608,"2,502","1,871",495,"2,366",924,89,"1,013","1,476",414,"1,890","2,409",352,"2,761","1,911",7,"1,918","3,757",6,"3,762",67,1,68,"1,438",276,"1,714","5,971",844,"6,814","1,557",929,"2,486","2,427","1,171","3,598","2,290",999,"3,289","4,087","3,138","7,225","4,563","1,389","5,953",259,98,356,126,89,215,"1,865",519,"2,384","3,270",679,"3,949","5,747",266,"6,013",0,0,0,749,517,"1,266","4,651",29,"4,680","2,040","3,785","5,825","4,929","5,196","10,125","1,588",335,"1,923","3,239","1,278","4,517","4,985","4,488","9,474",0,0,0,0,0,0,265,107,372,0,0,0,0,0,0,914,10,924,"1,244",371,"1,615","6,301","4,021","10,323","1,491",713,"2,204",1438.4,422.65,1861.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.65,8.25,88.9,13,46.1,59.1,0,0,0,2775.15,3147.6,5922.75,3427.3,4225.05,7652.35,3572.4,6400.65,9973.05,5896,2266.6,8162.6,487.4,1458.95,1946.35
WBUR,WBUPS03Z,D,N,"10,398","6,345","16,743","4,726","4,416","9,141","8,818","8,571","17,388","7,335","5,117","12,452","6,361","4,505","10,867","6,275","2,134","8,410","16,798","2,965","19,762","21,909","2,400","24,309","15,548","4,364","19,912","22,263","6,173","28,436","10,126","1,128","11,254","22,129","6,466","28,595","10,203","5,590","15,793","11,968","6,050","18,018","11,829","6,267","18,096","12,815","10,495","23,310","8,874","5,538","14,413","14,321","3,438","17,759","23,336","3,274","26,610","26,555","2,388","28,944","24,791","1,628","26,420","24,037","1,075","25,112","4,629",553,"5,183","21,741","2,672","24,413","18,371","4,431","22,802","1,025",885,"1,910","1,025",885,"1,910","1,994","1,268","3,263",825,853,"1,678","2,164",330,"2,495",983,336,"1,319","2,501",171,"2,671","1,814",5,"1,819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,"2,566","3,405","1,982","1,888","3,870","2,602","1,037","3,639",627,22,650,"1,833",41,"1,873","2,138",254,"2,391","1,231",38,"1,269","1,574",382,"1,956",107,67,174,518,57,575,172,8,180,366,956,"1,322",2,459,460,605,313,918,"2,051",639,"2,690","1,448","3,312","4,760",0,0,0,0,0,0,0,0,0,394,6,400,23,0,23,"1,270",194,"1,464",210,270,480,"2,946","1,665","4,611",345,"1,391","1,736",1056.65,160.85,1217.5,0,0,0,0,0,0,0,0,0,0,0,0,802.05,47.5,849.55,49.3,49.35,98.65,0,0,0,0,0,0,0,0,0,1167.5,199.7,1367.2,996.6,1082.2,2078.8,797.45,3676.3,4473.75,604.7,602.75,1207.45,0,0,0
WBUR,WBUPS04Z,D,N,"8,398","7,374","15,771","9,215","5,501","14,716","8,487","10,094","18,581","9,540","5,929","15,470","5,058","4,492","9,550","9,215","3,376","12,591","18,802","2,072","20,874","17,209","1,946","19,155","2,112","1,126","3,238",992,"1,900","2,892","7,074",951,"8,025","20,647","3,903","24,550","12,213","5,891","18,104","13,948","7,729","21,676","11,381","6,825","18,206","8,422","6,295","14,717","6,292","4,472","10,763","14,586","4,861","19,447","17,116","2,846","19,962","21,182","2,477","23,659","18,875","1,585","20,460","5,608","1,188","6,796",0,0,0,"6,039","1,927","7,966","5,470","1,297","6,767","1,222","1,556","2,779","1,222","1,556","2,779",733,483,"1,216",0,0,0,"1,975",109,"2,083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,545,715,"1,306","1,738","3,044","1,387",423,"1,810","1,051","1,122","2,172","2,366","1,192","3,558",2,180,182,786,93,878,0,0,0,0,0,0,0,0,0,0,0,0,233,200,433,578,510,"1,088","1,143","2,465","3,608","4,059","3,424","7,482",841,438,"1,279","1,102",997,"2,098","2,777","4,344","7,121",0,0,0,285,143,428,"4,821",272,"5,093",0,0,0,0,0,0,0,0,0,412,286,699,"1,679",887,"2,566",490,"1,334","1,824",1021.6,256.3,1277.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.6,8.1,167.7,373.7,84.1,457.8,2145.35,2535.65,4681,2014.3,4255.1,6269.4,1242.45,8987.95,10230.4,1289.25,1117.5,2406.75,187.6,362.65,550.25
WHIT,BLLA-1,D,SC,"8,678",7,"8,684","4,990",419,"5,410","3,873","1,589","5,461","5,648","1,939","7,587","5,127",465,"5,592","6,465",151,"6,615","7,214",45,"7,259","6,814",33,"6,848","5,306",165,"5,471","7,022",103,"7,125","5,125",118,"5,243","4,063",179,"4,242","5,450",100,"5,551","3,589",120,"3,710","5,446",151,"5,596","2,233",260,"2,493","5,283",53,"5,336","4,920",60,"4,980","4,965",62,"5,028","6,875",143,"7,018","5,299",85,"5,385","5,345",95,"5,440","1,043","3,783","4,826",0,"6,337","6,337",56,"2,595","2,651",421,"4,071","4,492",421,"4,071","4,492",220,"5,707","5,927","2,524",441,"2,965","5,848",156,"6,004","6,220",110,"6,330","11,279",65,"11,343","6,480",89,"6,569","9,942",33,"9,975","10,092",60,"10,152","11,601",68,"11,669","7,677",64,"7,740","5,974",102,"6,076","9,224",76,"9,300","6,774","2,094","8,867","6,012","1,093","7,105","6,618",121,"6,739","6,888",106,"6,994","4,818",86,"4,904","2,558",195,"2,753","2,377",183,"2,560","2,362",204,"2,566","4,389",165,"4,555",0,16,16,"3,206",128,"3,333","2,280",241,"2,521","7,466",127,"7,593","5,365",178,"5,543","1,074","4,381","5,455","4,204",151,"4,355","1,437","1,269","2,705","4,999",274,"5,273","5,171",177,"5,348","7,253",122,"7,375","2,089",94,"2,183",359,600,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5278.37,135.26,5413.63,8005.04,98.09,8103.13,4730.24,98.61,4828.85,4848.12,73.42,4921.54,3586.53,115.37,3701.9,4231.77,98.47,4330.24,3243.62,122.05,3365.67,5601.75,85.59,5687.34,5337.77,93.21,5430.98,3401.48,2238.12,5639.6,2079.54,4020.88,6100.42
WHIT,WHILW-1,D,SC,"40,747",9,"40,756","33,133",49,"33,182","8,077","1,614","9,691","26,235","4,740","30,975","18,740",270,"19,010","35,228",32,"35,260","40,939",0,"40,939","37,943",0,"37,943","34,326",0,"34,326","32,763",0,"32,763","35,428",413,"35,840","26,814",0,"26,814","20,680",737,"21,418","13,010",107,"13,117","28,421",244,"28,665","31,080",122,"31,202","19,075",273,"19,348","7,601",226,"7,827","15,611",377,"15,988","25,145",352,"25,498","25,579",39,"25,618","26,472",204,"26,676","19,140",918,"20,058","1,243","2,063","3,305","1,967","1,419","3,386","4,693","3,772","8,465","4,693","3,772","8,465","1,078","3,266","4,345","15,842",531,"16,373","19,586",114,"19,700","19,970",378,"20,348","26,187",123,"26,310","19,797",3,"19,799","21,647",223,"21,870","24,800",0,"24,800","24,116",0,"24,116","16,983",470,"17,452","5,257","1,396","6,653","16,864",0,"16,864","20,546",215,"20,761","23,074",32,"23,106","27,831",0,"27,831","23,618",306,"23,924","15,759",47,"15,806","29,900",0,"29,900","23,344",69,"23,413","19,425",0,"19,425","21,709",7,"21,716","24,088",137,"24,225","14,395",592,"14,986","28,974",513,"29,488","26,752",0,"26,752","17,622","5,757","23,379","30,618",0,"30,618","25,902","2,623","28,524","28,402","2,140","30,542","25,197",2,"25,199","25,687",23,"25,710","29,954",0,"29,954","22,996",301,"23,297","15,118","8,543","23,662","29,674",375,"30,049","29,298",0,"29,298",12288.42,568.95,12857.37,6459.3,504.78,"6,964",18444.91,541.495,"18,986",30043,0,30043,28579.51,68.94,28648.45,31698.56,0,31698.56,32329.69,7.86,32337.55,34446.07,6.16,34452.23,28413,35.75,28448.75,31608.95,0,31608.95,15213.27,109.8,15323.07,7202.67,492.48,7695.15,6482.91,818.96,7301.87,7527.5,409.14,7936.64,10162.09,1374.01,11536.1
BBWF,BRYBW-1,D,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,425,101,526,814,544,"1,358","1,004",539,"1,543",830,955,"1,785",735,952,"1,686",125,"1,034","1,158",304,881,"1,185",311,"1,217","1,528","1,507",280,"1,788","1,933",489,"2,421","1,064",322,"1,386",662,741,"1,403","1,469",601,"2,069",842,525,"1,367",864,502,"1,366",547,667,"1,214",573,806,"1,378",49,"1,066","1,114",423,395,817,0,0,0,0,0,0,10,105,114,"1,365",260,"1,625",1729.49,155.68,1885.17,1354.54,176.16,"1,531",1110.143,414.262,"1,524",82,875,956,615.74,525.09,1140.83,1420.5,200.11,1620.61,1332.66,318.75,1651.41,1308.35,255.37,1563.72,125.52,731.08,856.6,370.69,854.96,1225.65,1486.56,257.25,1743.81,2364.46,78.03,2442.49,1204.42,313.27,1517.69,1640.57,242.1,1882.67,1450.76,301.82,1752.58
BEAT,BEATO-1,D,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAT,BEATO-2,D,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAT,BEATO-3,D,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAT,BEATO-4,D,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURB,BRBEO-1,D,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,209","1,438","4,647","1,143","4,226","5,369","2,655","1,474","4,129","1,912","2,094","4,006","1,910","1,686","3,596","4,252","1,526","5,778","6,359","1,133","7,492","5,779","1,145","6,924","5,552","1,197","6,749","7,258",868,"8,126","4,096","1,045","5,141","6,499","1,303","7,802","4,766",954,"5,720",875,"2,385","3,260","1,988","2,372","4,360","1,338","2,780","4,118","4,537","1,376","5,913","5,470","1,053","6,523","5,588","1,179","6,767","20,668",34,"20,702","24,633",7,"24,640",14658.26,636.46,15294.72,4311.48,977,"5,288",6253.666,1211.472,"7,465","2,845","1,762","4,606",1471.97,2323.56,3795.53,3466.69,1862.32,5329.01,1842.81,2036.64,3879.45,4413.4,1399.66,5813.06,4432.64,1381.82,5814.46,4265.04,1418.14,5683.18,5907.25,1193.96,7101.21,5661.58,1176.73,6838.31,6024.87,1142.74,7167.61,9751.46,323.16,10074.62,4764.36,1330.96,6095.32
