Company,Unit,Default/Market,Location,Oct 13 - LEAD,Oct 13  - LAG,Oct 13  - TOTAL,Nov 13 - LEAD,Nov 13 - LAG,Nov 13 - TOTAL,Dec 13 - LEAD,Dec 13 -LAG,Dec 13 - TOTAL,Jan 14 - LEAD,Jan 14 - LAG,Jan 14 - TOTAL,Feb 14 - LEAD,Feb 14- LAG,Feb 14 - TOTAL,Mar 14 - LEAD,Mar 14  - LAG,Mar 14 - TOTAL,Apr 14 - LEAD,Apr 14  - LAG,Apr 14   - TOTAL,May 14 - LEAD,May 14 - LAG,May 14 - TOTAL,Jun 14 - LEAD,Jun 14 -LAG,Jun 14 - TOTAL,Jul 14 - LEAD,Jul 14  - LAG,Jul 14  - TOTAL,Aug 14 - LEAD,Aug 14 - LAG,Aug 14  - TOTAL,Sep 14- LEAD,Sep 14  - LAG,Sep 14- TOTAL, Oct 14- LEAD,Oct 14- LAG,Oct 14   - TOTAL,Nov 14 - LEAD,Nov 14- LAG,Nov 14- TOTAL,Dec 14 - LEAD,Dec 14  -LAG,Dec 14  - TOTAL,Jan 15 - LEAD,Jan 15  - LAG,Jan 15 - TOTAL,Feb 15 - LEAD,Feb 15  - LAG,Feb 15 - TOTAL,Mar 15- LEAD,Mar 15  - LAG,Mar 15- TOTAL, Apr 15- LEAD, Apr 15- LAG, Apr 15  - TOTAL,May 15 - LEAD,May 15- LAG,May 15- TOTAL,Jun 15 - LEAD,Jun 15  -LAG,Jun 15  - TOTAL,Jul 15 - LEAD,Jul 15  - LAG,Jul 15  - TOTAL,Aug 15 - LEAD,Aug 15  - LAG,Aug 15  - TOTAL,Sep 15- LEAD,Sep 15 - LAG,Sep 15- TOTAL,Oct 15- LEAD, Oct 15- LAG,Oct 15  - TOTAL,Nov 15 - LEAD,Nov 15- LAG,Nov 15- TOTAL,Dec 15 - LEAD,Dec 15  -LAG,Dec 15  - TOTAL,Jan 16 - LEAD,Jan 16  - LAG,Jan 16   - TOTAL,Feb 16 - LEAD,Feb 16- LAG,Feb 16 - TOTAL,Mar 16 - LEAD,Mar 16  - LAG,Mar 16 - TOTAL, Apr 16 - LEAD, Apr 16  - LAG, Apr 16- TOTAL,May 16 - LEAD,May 16 - LAG,May 16 - TOTAL,Jun 16 - LEAD,Jun 16 -LAG,Jun 16- TOTAL,Jul 16 - LEAD,Jul 16 - LAG,Jul 16 - TOTAL,Aug 16 - LEAD,Aug 16- LAG,Aug 16 - TOTAL,Sep 16 - LEAD,Sep 16  - LAG,Sep 16  - TOTAL, Oct 16 - LEAD, Oct 16  - LAG, Oct 16 - TOTAL,Nov 16 - LEAD,Nov 16 - LAG,Nov 16 - TOTAL,Dec 16 - LEAD,Dec 16 -LAG,Dec 16 - TOTAL,Jan 17 - LEAD,Jan 17 - LAG,Jan 17 - TOTAL,Feb 17 - LEAD,Feb 17 - LAG,Feb 17 - TOTAL,Mar 17- LEAD,Mar 17  - LAG,Mar 17 - TOTAL, Apr 17 - LEAD, Apr 17  - LAG, Apr 17 - TOTAL,May 17 - LEAD,May 17 - LAG,May 17 - TOTAL,Jun 17 - LEAD,Jun 17  -LAG,Jun 17  - TOTAL,Jul 17 - LEAD,Jul 17 - LAG,Jul 17- TOTAL,Aug 17 - LEAD,Aug 17 - LAG,Aug 17 - TOTAL,Sep 17- LEAD,Sep 17  - LAG,Sep 17 - TOTAL, Oct 17 - LEAD, Oct 17  - LAG,  Oct 17 - TOTAL,Nov 17 - LEAD,Nov 17 - LAG,Nov 17 - TOTAL,Dec 17 - LEAD,Dec 17  -LAG,Dec 17  - TOTAL,Jan 18 - LEAD,Jan 18  - LAG,Jan 18 - TOTAL,Feb 18 - LEAD,Feb 18 - LAG,Feb 18 - TOTAL,Mar 18 - LEAD,Mar 18  - LAG,Mar 18 - TOTAL, Apr 18 - LEAD,Apr 18  - LAG,  Apr 18 - TOTAL,May 18 - LEAD,May 18 - LAG,May 18 - TOTAL,Jun 18 - LEAD,Jun 18 -LAG,Jun 18  - TOTAL,Jul 18 - LEAD,Jul 18  - LAG,Jul 18 - TOTAL,Aug 18 - LEAD,Aug 18 - LAG,Aug 18 - TOTAL,Sep 18 - LEAD,Sep 18  - LAG,Sep 18 - TOTAL, Oct 18 - LEAD, Oct 18  - LAG, Oct 18 - TOTAL,Nov 18 - LEAD,Nov 18 - LAG,Nov 18 - TOTAL,Dec 18 - LEAD,Dec 18 -LAG,Dec 18  - TOTAL,Jan 19 - LEAD,Jan 19  - LAG,Jan 19 - TOTAL,Feb 19 - LEAD,Feb 19 - LAG,Feb 19- TOTAL,Mar 19 - LEAD,Mar 19  - LAG,Mar 19 - TOTAL,Apr 19 - LEAD,Apr 19 -LAG,Apr 19- TOTAL,May 19 - LEAD,May 19 -LAG,May 19- TOTAL,Jun 19 - LEAD,Jun 19 -LAG,Jun 19- TOTAL,Jul 19 - LEAD,Jul 19 -LAG,Jul 19- TOTAL,Aug 19 - LEAD, Aug 19 -LAG,Aug 19- TOTAL,Sep 19 - LEAD,Sep 19 -LAG,Sep 19- TOTAL,Oct 19 -LEAD,Oct 19 - LAG,Oct -19 TOTAL,Nov 19 -LEAD,Nov 19 - LAG,Nov -19 TOTAL,Dec 19 -LEAD,Dec 19 - LAG,Dec 19 - TOTAL,Jan 20 -LEAD,Jan 20 - LAG,Jan 20 - TOTAL,Feb 20 -LEAD,Feb 20 - LAG,Feb 20 - TOTAL,Mar 20 -LEAD,Mar 20 - LAG,Mar 20 - TOTAL
SSEG,PEHE_02Z,D,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSEG,QUIO_01Z,D,SC,203,156,359,572,392,964,195,184,379,544,236,780,590,285,874,417,300,716,729,300,"1,028",331,277,608,356,274,631,568,208,777,638,86,724,138,68,206,617,81,698,591,332,922,356,304,659,515,340,855,431,325,755,698,278,976,671,289,960,720,323,"1,043",706,294,"1,001",573,325,898,154,49,203,0,0,0,0,0,0,572,240,812,572,240,812,778,352,"1,130",649,399,"1,048",944,332,"1,276",773,334,"1,107",607,332,939,165,150,314,518,143,661,847,243,"1,090",721,330,"1,050",734,319,"1,053",683,293,976,321,78,399,769,213,983,355,123,477,659,233,891,781,269,"1,050",535,230,765,555,143,697,544,204,748,545,169,713,427,131,558,464,134,598,474,164,638,454,208,661,366,153,519,395,277,672,421,167,588,104,12,116,86,24,111,0,0,0,0,0,0,337,60,397,212,64,276,617,190,807,232,99,332,322,117,438,678.27,176.29,854.56,448.49,142.75,591,681.589,110.739,792,984,205,1189,712.36,209.17,921.53,369.23,130.23,499.46,395.71,203.42,599.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSEG,SLOY_01Z,D,SC,45,62,107,36,55,91,103,46,149,459,89,548,43,129,173,60,148,208,18,22,40,49,12,61,25,7,32,28,8,36,0,0,0,0,0,0,302,242,544,118,57,175,89,78,167,72,94,166,10,45,55,30,92,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,64,126,28,93,121,33,115,148,16,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,63,87,35,147,182,7,63,70,7,86,93,32,81,113,33,50,83,14,17,31,4,7,11,44,47,91,45,77,122,77,156,233,77,93,170,48,93,141,36.3,70.06,106.36,47.2,55.85,103,45.009,118.961,164,10,8,19,7.53,3.48,11.01,65.03,58.93,123.96,45.23,10.65,55.88,95.71,22.2,117.91,84.44,46.73,131.17,54.58,99.23,153.81,7.93,38.32,46.25,96.49,106.38,202.87,53.17,152.88,206.05,80.75,207.45,288.2,21.67,115.95,137.62
SSEG,SLOY_02Z,D,SC,0,166,166,4,125,129,39,203,242,319,148,467,10,231,241,7,264,271,0,0,0,5,49,54,3,35,38,1,33,34,0,0,0,0,0,0,12,136,148,23,161,184,7,173,180,3,173,176,2,96,97,3,190,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,159,177,2,202,204,1,238,239,0,63,63,10,26,36,0,154,155,4,189,194,0,488,488,6,399,405,34,495,529,2,633,635,10,195,206,4,182,186,0,85,85,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,6,214,220,5.34,169.62,174.96,7.5,134.18,142,4.149,258.69,263,1,27,28,0.4,20.3,20.7,7.5,138.92,146.42,1.62,76.23,77.85,6.84,142.67,149.51,4.98,140,144.98,6.1,206.62,212.72,0.73,41.28,42.01,31.58,196.84,228.42,2.47,294.64,297.11,15.03,387.73,402.76,23.69,246.24,269.93
SSEG,SLOY_03Z,D,SC,57,49,106,71,38,109,183,56,239,493,44,537,96,68,164,62,68,129,49,35,84,59,8,67,22,7,29,12,13,25,0,0,0,0,0,0,57,74,131,105,40,145,102,45,147,104,40,144,20,29,49,56,53,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,2,4,7,18,2,20,3,0,3,1,2,3,4,0,4,2,0,2,6,0,6,0,0,0,0,0,0,10,1,11,0,0,0,2,0,2,6,0,6,2,4,6,92,35,127,62,14,76,32,7,39,21,1,22,93,22,116,108,45,153,163,90,254,158,33,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.46,6.17,52.63,107.94,21.37,129.31,116.35,21.59,137.94,71.62,78.57,150.19,17.79,14.92,32.71,149.05,66.3,215.35,106.22,95.87,202.09,158.4,95.42,253.82,50.43,80.53,130.96
SSEG,SLOY_04Z,D,SC,104,29,133,118,18,136,284,35,320,591,26,616,144,39,183,47,7,54,116,24,139,30,1,31,46,2,47,35,7,42,0,0,0,0,0,0,159,123,282,157,14,171,149,19,168,169,39,208,51,11,62,127,20,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,21,185,129,24,153,135,31,165,58,3,61,50,0,51,79,30,109,186,16,202,183,89,272,192,127,319,388,150,538,152,151,303,165,23,189,249,44,293,122,3,125,70,16,86,182,8,190,135,9,144,46,3,49,27,0,27,175,8,183,180,21,201,346,34,380,296,17,313,199,14,213,173.41,11.77,185.18,149.44,8.63,158,227.877,38.753,267,37,0,37,34.68,0.27,34.95,181.09,21.4,202.49,41.77,2.46,44.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24,0.78,15.02
SSEG,TORA_01Z,D,SC,69,125,193,189,231,419,368,1,369,337,0,338,132,270,402,268,107,375,160,56,216,85,123,208,182,265,447,11,96,106,238,0,238,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,146,89,0,89,1,21,21,0,37,37,14,32,45,63,1,64,81,126,207,0,286,286,0,278,278,0,525.28,525.28,20.29,228.07,248,107.002,2.85,110,52,0,52,0,0,0,0.06,0.45,0.51,0.51,0.02,0.53,74.23,4.29,78.52,124.66,0.31,124.97,175.29,0.29,175.58,23.14,0.08,23.22,122.44,0.48,122.92,130.5,2.36,132.86,151.22,0.82,152.04,126.89,1.16,128.05
SSEG,TORA_02Z,D,SC,17,259,277,118,116,234,304,1,305,238,0,238,261,0,261,253,69,321,217,79,296,164,135,299,1,29,30,48,0,49,135,0,135,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1,273,241,0,241,234,1,235,180,3,182,73,273,346,0,542,542,0,604,604,0,0,0,0,52,52,0,208,208,0,56,56,0,148,148,0,"1,190","1,190",107,110,216,7,71,78,31,400,431,0.14,559.92,560.06,0.05,253.79,254,81.743,209.307,291,0,312,312,4.57,1201.29,1205.86,32.98,882.99,915.97,207.11,164.16,371.27,16.75,64.91,81.66,21.16,9.37,30.53,0.04,0.03,0.07,136.97,19.18,156.15,125.58,63.36,188.94,0.02,993.29,993.31,195.01,132.95,327.96,269.1,77.42,346.52
SUTT,SUTB_01Z,D,M,"1,151","2,494","3,644","4,323","5,672","9,995","1,495","6,915","8,410",834,0,834,"1,101","2,519","3,620","3,380","1,677","5,058",864,0,864,"1,641","2,503","4,144","3,676","1,177","4,853",224,99,323,"4,223",869,"5,092","5,827","1,333","7,160","22,710","4,253","26,964","28,373","10,618","38,990","2,400","1,317","3,717","4,059","1,813","5,872","2,953","1,795","4,747","1,071",83,"1,154",833,0,833,582,0,582,"3,084",300,"3,384","6,527",659,"7,186","5,663",920,"6,583",0,0,0,999,33,"1,031","4,766",550,"5,316","4,766",550,"5,316","7,582","1,036","8,617","5,081","2,255","7,336","14,739","2,232","16,971","15,943",903,"16,846","46,909","1,241","48,150","10,097","2,183","12,280",0,0,0,5,0,5,"3,564","2,907","6,471","14,028","1,661","15,689","14,003",644,"14,648","26,442","3,842","30,285","65,615","1,253","66,869","20,666",855,"21,521","15,810","1,176","16,986","17,082",615,"17,697","23,397","1,362","24,759","10,237",455,"10,692",0,0,0,0,0,0,"6,321",36,"6,357","16,953","2,444","19,397","7,184","5,444","12,628","12,715","7,401","20,116","11,181","4,455","15,636","7,198","1,780","8,978","4,602","2,567","7,169","11,420","2,771","14,191","7,905","2,311","10,216","17,846","2,053","19,899","11,477","4,012","15,490","10,278","2,323","12,601",0,0,0,0,0,0,0,0,0,0,0,0,5488,1252,6740,5430.4,1266.8,"6,697",9293.8,2329.7,"11,624",5362,1082,6444,13012.5,768.1,13780.6,39783.2,1546.3,41329.5,22552,2289.4,24841.4,4532.1,633.3,5165.4,17182,2695.5,19877.5,9625.4,3694.3,13319.7,5291,2140.4,7431.4,4129.7,1605,5734.7,2884.8,2289.1,5173.9,3412.3,315.6,3727.9,8619.2,2702.1,11321.3
SVRP,SVRP_10Z,D,S,"1,847","5,067","6,915","3,492","3,749","7,240","1,564","2,776","4,340",456,"2,800","3,256",150,"1,448","1,598",141,"1,190","1,330",265,"1,269","1,533","1,531","5,678","7,209","4,430","4,999","9,429","2,180","7,016","9,195","3,875","2,037","5,913","2,143","5,433","7,576","1,689","5,198","6,888",528,"3,566","4,094",546,"3,301","3,847",646,"2,678","3,323",528,"3,099","3,627",333,"3,309","3,643",184,"2,242","2,427","1,895","4,638","6,533","2,179","4,684","6,864","3,544","4,648","8,192","3,504","4,832","8,336","6,968","4,022","10,990",113,900,"1,013",398,"2,475","2,873",398,"2,475","2,873",477,"2,503","2,980",695,"2,982","3,677","2,206","4,104","6,310","5,913","5,867","11,780","18,708","4,352","23,060","21,564","3,675","25,238","16,492","3,418","19,910","15,061","4,258","19,319","9,412","5,350","14,761","10,893","3,867","14,760","4,717","6,300","11,018","8,326","2,957","11,282","5,483","5,953","11,436","2,396","5,089","7,485","11,111","4,611","15,722","16,576","1,634","18,210","19,904","3,857","23,761","21,046","2,065","23,111","23,884","2,677","26,561","14,007","3,448","17,455","17,792","4,378","22,170","11,235","4,503","15,738","10,144","4,586","14,730","11,122","4,117","15,239","11,066","5,588","16,653","5,857","4,204","10,061","6,074","3,838","9,911","7,793","4,701","12,494","6,483","5,876","12,359","6,486","3,801","10,287","10,845","3,235","14,079","5,669","2,430","8,099","6,165","4,297","10,462","3,872","5,486","9,358","6,266","5,602","11,868","9,926","4,709","14,635",5402.15,4883.85,10286,3166.85,3606.15,"6,773",2914.3,3744.35,"6,659",2136,4521,6657,5975.55,4477.55,10453.1,3924.2,3050.8,6975,2595.25,5775.85,8371.1,12047.35,1927.35,13974.7,0,0,0,2922.4,3171.65,6094.05,5874.15,5160.2,11034.35,2506.5,5312.35,7818.85,3370.25,5478.95,8849.2,2121.55,6555.6,8677.15,2994.4,4328.55,7322.95
SVRP,SVRP_20Z,D,S,"1,062","4,784","5,846","3,621","3,514","7,135","1,107","3,481","4,588",277,"3,279","3,556",80,"2,706","2,786",563,"2,959","3,522",974,"2,424","3,398","2,361","6,092","8,452","3,439","4,679","8,118","1,262","5,774","7,037","2,437","3,951","6,388","2,291","5,117","7,408","2,579","4,144","6,723","1,675","3,332","5,007","1,315","3,942","5,257","1,747","4,968","6,715",471,"4,342","4,813",665,"2,783","3,448",472,"4,254","4,726",513,"1,773","2,286",424,"1,216","1,639",434,"2,586","3,020","1,356","2,615","3,971","3,497","3,278","6,775",755,"2,284","3,040",506,"2,392","2,898",506,"2,392","2,898",681,"2,177","2,858","2,783","3,137","5,920","7,865","3,440","11,305","1,864","3,113","4,977","17,951","3,362","21,313","20,223","4,477","24,700","16,079","2,310","18,389","13,392","2,222","15,615","10,622","4,448","15,070","8,327","3,815","12,142","3,118","2,999","6,118","9,083","3,241","12,323","4,687","5,605","10,293","5,462","4,003","9,465","13,662","3,797","17,459","18,884","1,280","20,164","17,264","2,765","20,029","15,283","2,677","17,960","26,445","2,445","28,890","13,280","2,854","16,134","22,329","2,261","24,590","21,539","3,457","24,995","10,043","3,942","13,985","8,420","3,006","11,426","6,992","5,998","12,990","5,100","4,281","9,381","4,337","3,303","7,640","5,934","5,072","11,006","4,577","3,787","8,364","4,037","4,355","8,391","8,726","5,153","13,880","4,421","2,600","7,021","4,855","2,357","7,212","3,981","3,741","7,722","4,500","5,618","10,118","5,336","3,614","8,950",2899.95,3096.4,5996.35,834.55,2619.05,"3,454",994.25,2509.35,"3,504",1032,3259,4291,1714.9,2481.55,4196.45,2814.2,3928.65,6742.85,1562.05,3194.85,4756.9,4787.3,2377.3,7164.6,6980.7,3557.4,10538.1,5297.5,2714.65,8012.15,571.1,2524.8,3095.9,472.35,2645.05,3117.4,302.9,2790.1,3093,305,3743.1,4048.1,3854.65,3325.8,7180.45
TESI,TESI_01Z,D,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESI,TESI_02Z,D,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USKM,USKM_13Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,636",332,"1,968","1,636",332,"1,968","1,128",233,"1,361",524,261,785,327,395,722,276,171,446,133,327,459,593,398,990,445,483,928,389,127,515,"1,328",605,"1,933",827,"1,012","1,839",299,418,717,353,332,685,226,347,572,241,316,557,305,225,530,1,94,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USKM,USKM_14Z,D,S,"2,193","1,362","3,555","1,189",641,"1,830",828,"1,348","2,176","1,212","1,086","2,298",584,906,"1,490","1,781","1,598","3,379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,349,485,386,683,"1,069",484,430,914,602,581,"1,183",481,672,"1,152",8,111,119,394,622,"1,016",482,661,"1,143",667,562,"1,229",667,562,"1,229",366,378,744,371,303,675,149,205,354,93,200,294,84,235,320,185,106,291,186,362,547,477,600,"1,077",578,557,"1,135",667,"1,392","2,060",241,416,656,141,102,244,122,211,333,198,236,434,203,222,425,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USKM,USKM_15Z,D,S,"2,763","1,377","4,140","2,169","1,202","3,370",843,936,"1,779","1,913","1,109","3,022",982,"1,415","2,397","1,233",960,"2,193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WALN,WLNYO-2,D,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,864","18,652","22,516","4,772","2,967","7,739","3,498","5,014","8,512","1,469","10,909","12,378","2,526","6,245","8,771","2,877","6,523","9,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1,411","1,417",6,"1,411","1,417",0,0,0,0,0,0,"2,041","1,106","3,146","5,075","2,910","7,986","2,977","4,405","7,383","3,333","1,939","5,272","2,421","5,107","7,528",887,"4,704","5,591",902,"5,039","5,941","2,404","4,948","7,353","2,397","6,086","8,482","3,045","6,471","9,516","3,536","6,530","10,066","2,299","6,945","9,244","3,854","5,072","8,926","4,269","3,701","7,970","4,224","3,026","7,250","1,953","7,832","9,785","4,302","4,445","8,747","2,465","7,023","9,488","6,320","3,292","9,612","5,240","4,629","9,869","10,473","1,331","11,804","10,805","2,112","12,917","5,680","4,521","10,201","7,471","3,060","10,531","9,776","1,872","11,648","9,725","1,952","11,677","3,164",195,"3,359","7,889",432,"8,320","16,059",350,"16,409","9,092","1,736","10,829","6,725","3,465","10,189","10,198","1,842","12,040","7,818","3,458","11,275","9,014","2,173","11,187",11635.49,1180.52,12816.01,10299.92,1363.13,"11,663",10219.537,3393.886,"13,613",12810,1535,14345,22786.44,153.34,22939.78,22842.68,107.55,22950.23,23898.3,48.61,23946.91,24526.36,184.84,24711.2,20298.74,67.3,20366.04,11015.9,139.85,11155.75,16622.82,892.7,17515.52,16499.52,2191.54,18691.06,21636.27,890.92,22527.19,11954.66,174.18,12128.84,12748.73,6.78,12755.51
