id,Company,Unit,Default/Market,Location,Apr 20 -LEAD,Apr 20 - LAG,Apr 20 - TOTAL,May 20 -LEAD,May 20 - LAG,May 20 - TOTAL,Jun 20 -LEAD,Jun 20 - LAG,Jun 20 - TOTAL,Jul 20 -LEAD,Jul 20 - LAG,Jul 20 - TOTAL,Aug 20 -LEAD,Aug 20 - LAG,Aug 20 - TOTAL,Sep 20 -LEAD,Sep 20 - LAG,Sep 20 - TOTAL,Oct 20 -LEAD,Oct 20 - LAG,Oct 20 - TOTAL,Nov 20 -LEAD,Nov 20 - LAG,Nov 20 - TOTAL,Dec 20 -LEAD,Dec 20 - LAG,Dec 20 - TOTAL,Jan 21 -LEAD,Jan 21 - LAG,Jan 21 - TOTAL,Feb 21 -LEAD,Feb 21 - LAG,Feb 21 - TOTAL,Mar 21 -LEAD,Mar 21 - LAG,Mar 21 - TOTAL,Apr 21 -LEAD,Apr 21 - LAG,Apr 21 - TOTAL,May 21 -LEAD,May 21 - LAG,May 21 - TOTAL,Jun 21 -LEAD,Jun 21 - LAG,Jun 21 - TOTAL,Jul 21 -LEAD,Jul 21 - LAG,Jul 21 - TOTAL,Aug 21 -LEAD,Aug 21 - LAG,Aug 21 - TOTAL,Sep 21 -LEAD,Sep 21 - LAG,Sep 21 - TOTAL,Oct 21 -LEAD,Oct 21 - LAG,Oct 21 - TOTAL,Nov 21 -LEAD,Nov  21 - LAG,Nov  21 - TOTAL,Dec 21 - LEAD,Dec 21 - LAG,Dec 21 - Total,Jan 22 - LEAD,Jan 22 - LAG,Jan 22 - Total,Feb 22 - LEAD,Feb 22 - LAG,Feb 22 - Total,Mar 22 - LEAD,Mar 22 - LAG,Mar 22 - Total,Apr 22 - LEAD,Apr 22 - LAG,Apr 22 - Total,May 22 - LEAD,May 22 - LAG,May 22 - Total,Jun 22 - LEAD,Jun 22 - LAG,Jun 22 - Total,Jul 22 - LEAD,Jul 22 - LAG,Jul 22 - Total,Aug 22 - LEAD,Aug 22 - LAG,Aug 22 - Total,Sep 22 - LEAD,Sep 22 - LAG,Sep 22 - Total,Oct 22 - LEAD,Oct 22 - LAG,Oct 22 - Total,Nov 22 - LEAD,Nov 22 - LAG,Nov 22 - Total,Dec 22 - LEAD,Dec 22 - LAG,Dec 22 - Total,Jan 23 - LEAD,Jan 23 - LAG,Jan 23 - Total,Feb 23 - LEAD,Feb 23 - LAG,Feb 23 - Total,Mar 23 - LEAD,Mar 23 - LAG,Mar 23 - Total,Apr 23 - LEAD,Apr 23 - LAG,Apr 23 - Total,May 23 - LEAD,May 23 - LAG,May 23 - Total,June 23 - LEAD,June 23 - LAG,June 23 - Total,July 23 - LEAD,July 23 - LAG,July 23 - Total,Aug 23 - LEAD,Aug 23 - LAG,Aug 23 - Total,Sep 23 - LEAD,Sep 23 - LAG,Sep 23 - Total,Oct 23 - LEAD,Oct 23 - LAG,Oct 23 - Total,Nov 23 - LEAD,Nov 23 - LAG,Nov 23 - Total,Dec 23 - LEAD,Dec 23 - LAG,Dec 23 - Total,Jan 24 - LEAD,Jan 24 - LAG,Jan 24 - Total,Feb 24 - LEAD,Feb 24 - LAG,Feb 24 - Total,Mar 24 - LEAD,Mar 24 - LAG,Mar 24 - Total,Apr 24 - LEAD,Apr 24 - LAG,Apr 24 - Total,May 24 - LEAD,May 24 - LAG,May 24 - Total,June 24 - LEAD,June 24 - LAG,June 24 - Total,July 24 - LEAD,July 24 - LAG,July 24 - Total,Aug 24 - LEAD,Aug 24 - LAG,Aug 24 - Total,Sep 24 - LEAD,Sep 24 - LAG,Sep 24 - Total,Oct 24 - LEAD,Oct 24 - LAG,Oct 24 - Total,Nov 24 - LEAD,Nov 24 - LAG,Nov 24 - Total,Dec 24 - LEAD,Dec 24 - LAG,Dec 24 - Total
176,KILW,KILBW-1,D,SC,22.79,984,1006.79,102.54,1069.3,1171.84,164.81,564.88,729.69,315.21,52.35,367.56,1302.56,859.55,2162.11,8.22,1477.79,1486.01,25.24,1281,1306.24,19.05,1129.01,1148.06,13.6,1200.35,1213.95,4.67,1267.68,1272.35,5.64,1307.91,1313.55,48.3,944.8,993.1,2280.47,73.83,2354.3,1719.62,406.81,2126.43,265.27,896.67,1161.94,73.17,565.59,638.76,205.74,381.87,587.61,895.96,481.67,1377.63,49.19,1015.26,1064.45,38.57,967.26,1005.83,33.8,940.3,974.1,61.97,980.07,1042.04,115.27,756.51,871.78,105.11,819.57,924.68,182.62,536.07,718.69,103.86,663.57,767.43,104.51,681.82,786.33,44.26,1157.54,1201.8,42.35,944.85,987.2,423.5,692.64,1116.14,180.48,1145.32,1325.8,5.28,1274.41,1279.69,13.5,1171.4,1184.9,423.57,1008.5,1432.07,2451.85,27.83,2479.68,1928.76,157.89,2086.65,915.38,486.76,1402.14,793.87,679.69,1473.56,297.36,746.74,1044.1,383.04,511.07,894.11,727.3,403.9,1131.2,181.34,827.45,1008.79,295.73,821.97,1117.7,381.64,650.48,1032.12,591.47,429.85,1021.32,4068.34,29.9,4098.24,3365.48,46,3411.48,1810.12,144.11,1954.23,2813.49,107.17,2920.66,861.7,218.84,1080.54,851.62,424.16,1275.78,720.79,271.68,992.47,3436.39,0.65,3437.04,2507.98,1.1,2509.08,3089.14,22.31,3111.45,1959.06,13.05,1972.11,2543.91,24.95,2568.86
177,LZNL,LCLTW-1,D,SC,993.65,364.2,1357.85,1297.83,286.55,1584.38,510.66,447.19,957.85,968.45,276.82,1245.27,232.1,623.8,855.9,860.84,303.93,1164.77,301.61,533.71,835.32,592.21,384.66,976.87,1520,303.69,1823.69,1456.83,317.5,1774.33,2449.83,180.85,2630.68,798.56,323.17,1121.73,1391.73,377.3,1769.03,461.96,436.75,898.71,1139.39,303.98,1443.37,330.86,637.2,968.06,583.08,450.03,1033.11,379.97,499.43,879.4,594.19,229.51,823.7,2431.89,59.47,2491.36,2186.57,384.47,2571.04,1821.59,143.84,1965.43,610.13,150.12,760.25,876.01,263.08,1139.09,370.52,423.75,794.27,641.45,255.93,897.38,936.24,317.28,1253.52,562.38,343.78,906.16,403.22,510.61,913.83,838.45,225.32,1063.77,1303.99,141.1,1445.09,379.06,318.65,697.71,328.14,467.82,795.96,447.38,566.98,1014.36,1860.49,336.67,2197.16,260.19,535.98,796.17,497.33,461.19,958.52,610.56,296.19,906.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,MORE,WDNSO-1,D,SC,7440.1,754.06,8194.16,5015.72,1169.94,6185.66,6960.24,803.34,7763.58,7482.02,933.51,8415.53,5880.82,712.22,6593.04,8016.15,788.02,8804.17,9512.46,858.29,10370.75,9651.02,611.81,10262.83,9954.26,774.75,10729.01,7950.61,1034.42,8985.03,9319.71,970.3,10290.01,9254.72,1009.6,10264.32,2571.26,13120.93,15692.19,392.82,19649.71,20042.53,5164.82,13097.04,18261.86,6117.69,59.51,6177.2,16315.91,351.87,16667.78,14414.62,51.26,14465.88,18607.74,123.75,18731.49,17786.78,122.06,17908.84,18469.41,83.42,18552.83,16670.17,89.09,16759.26,14077.98,559.77,14637.75,7955.16,577.17,8532.33,7180.27,626.9,7807.17,6887.84,1412.01,8299.85,6501.29,844.2,7345.49,5308.82,1084.59,6393.41,4775,611.46,5386.46,5277.65,1014.56,6292.21,10077.32,1163.24,11240.56,22270.55,233.91,22504.46,28599.84,50.82,28650.66,26631,63.34,26694.34,26632.25,45.96,26678.21,31430.86,33.39,31464.25,36803.78,330.66,37134.44,13386.08,17.25,13403.33,24946.16,7.64,24953.8,33633.26,190.43,33823.69,54056.95,3320.81,57377.76,26608.35,92.08,26700.43,29749.28,68.38,29817.66,33083.94,109.18,33193.12,24022.88,0.16,24023.04,1899.44,909.92,2809.36,9356.48,3818.5,13174.98,22246.22,1636.36,23882.58,270.96,15839.45,16110.41,601.29,14761.46,15362.75,889.77,12756.77,13646.54,477.45,13541.27,14018.72,7841.94,2735.35,10577.29,10760.58,2163.7,12924.28,6603.09,5285.07,11888.16,5169.37,5926.12,11095.49,1052.09,12283.31,13335.4
179,MORE,WDNSO-2,D,SC,6554.6,642.04,7196.64,5405.29,1069.59,6474.88,6975.26,764.19,7739.45,8599.71,675.53,9275.24,12652.1,346.77,12998.87,8771.54,617.81,9389.35,10181.02,671.72,10852.74,10346.79,379.67,10726.46,11495.61,598.4,12094.01,8530.12,772.68,9302.8,9901.01,678.63,10579.64,11263,1918.6,13181.6,6511.54,385.2,6896.74,7763.19,339.03,8102.22,5779.68,4162.79,9942.47,4345.59,6783.83,11129.42,20207.81,2593.11,22800.92,1531.53,5837.48,7369.01,5085.96,4840.27,9926.23,3854.96,4900.25,8755.21,4099.01,4695.31,8794.32,2989.68,4978.37,7968.05,2213.43,5614.16,7827.59,637.95,12576.09,13214.04,2573.38,7641.48,10214.86,7669.58,1018.42,8688,1490.12,7796.9,9287.02,6071.18,750.83,6822.01,5772.27,474.78,6247.05,6608.27,806.68,7414.95,10537.52,821.06,11358.58,10032.36,715.16,10747.52,9759.92,948.22,10708.14,7861.6,967.61,8829.21,5927.67,2791.27,8718.94,8678.2,1238.93,9917.13,8558.54,3698.19,12256.73,6789.09,4289.68,11078.77,20985.31,730.58,21715.89,34378.84,650.46,35029.3,31650.28,9817.66,41467.94,4343.25,20294.89,24638.14,5851.85,5708.5,11560.35,9520.53,1578.69,11099.22,11500.28,1348.17,12848.45,1006.28,3257.66,4263.94,846.44,12919.21,13765.65,9488.85,2689.54,12178.39,2379.48,10239.58,12619.06,6580.2,1192.72,7772.92,8220.67,736.85,8957.52,7783.82,569.8,8353.62,7763.55,2847.63,10611.18,8624.42,929.89,9554.31,5217.74,4331.34,9549.08,12912.23,1726.48,14638.71,8489.87,1948.71,10438.58
180,NEMO,EAG-NEMO1,D,S,59699.45,7282.3,66981.75,80637.3,3817.8,84455.1,85980.6,1895.8,87876.4,85511.1,3025.35,88536.45,62592.05,5137.65,67729.7,40181.7,3992.3,44174,30181.1,4766.1,34947.2,27059.95,6849.25,33909.2,19895.65,9540.6,29436.25,14945.65,12958.6,27904.25,22653.25,7894.15,30547.4,36812.5,5972.65,42785.15,45535.3,9041.35,54576.65,34391.4,9989.4,44380.8,48901.55,5458.25,54359.8,43671.1,7225.7,50896.8,58996.5,4084.35,63080.85,34373.95,4331.85,38705.8,69458.3,1051.5,70509.8,36728.25,4694.95,41423.2,34581.75,6445.15,41026.9,34844.65,7628.25,42472.9,58184.5,2312.9,60497.4,65314.7,1358.55,66673.25,74007.3,1831.75,75839.05,37743.6,6414.8,44158.4,23562.8,10777.8,34340.6,18365.3,10495.15,28860.45,66400.3,2089.7,68490,29307.3,3150.15,32457.45,40695.75,6653.2,47348.95,33691.25,5992.3,39683.55,32902.25,5564.2,38466.45,31415.9,7931.35,39347.25,54407.95,4612.5,59020.45,91928.45,1266.2,93194.65,99210.6,1110.85,100321.45,80957.35,2840.1,83797.45,98006.6,987.05,98993.65,114921.9,534.75,115456.65,76355.75,3177.75,79533.5,60607.45,968.65,61576.1,74757.05,1781.9,76538.95,101779.65,2265.3,104044.95,87502.05,5017.2,92519.25,52325.05,8253.7,60578.75,46421.4,7241.3,53662.7,44137.35,7981.7,52119.05,40225.1,8036.95,48262.05,35814.45,11884.15,47698.6,36951.4,11719.2,48670.6,24023,21615.5,45638.5,52650.3,11308.8,63959.1,28481.05,10934.35,39415.4,38518.5,11607.4,50125.9,50083.45,16874.45,66957.9,83459.55,63116.1,146575.65
181,RBWF,RCBKO-1,D,SC,7112.56,1885.87,8998.43,7187.76,2804.3,9992.06,6661.05,2422.55,9083.6,5498.49,2700.05,8198.54,6369.68,2225.87,8595.55,5637.08,1635.96,7273.04,5632.78,2473.22,8106,5592.94,3113.36,8706.3,5343.58,3156.85,8500.43,5920,3311.99,9231.99,4198.2,3907.21,8105.41,5666.75,3295.18,8961.93,6528.41,1889.59,8418,7477.25,1974.03,9451.28,7647.95,1602.41,9250.36,7341.38,2279.22,9620.6,7618.66,1647.01,9265.67,7759.04,1334.93,9093.97,4365.22,2852.46,7217.68,4649.87,3252.45,7902.32,4721.34,3705.27,8426.61,5805.35,2853.2,8658.55,2774.52,4289.96,7064.48,5705.43,2562.95,8268.38,6901.13,2323.85,9224.98,6892,2001.23,8893.23,7043.73,1395.41,8439.14,7494.08,1874.62,9368.7,7524.32,2290.53,9814.85,6775.23,2024.09,8799.32,5069.45,2787,7856.45,5181.07,2992.33,8173.4,4947.3,3793.63,8740.93,3591.47,3642.05,7233.52,5449.93,2086.12,7536.05,5881.11,3011.54,8892.65,6678.18,1817.15,8495.33,8016.88,1742.92,9759.8,8322.38,962.01,9284.39,6010.45,2333.06,8343.51,7418.74,1583.71,9002.45,11021.87,1179.11,12200.98,13965.09,929.83,14894.92,16516.56,456.5,16973.06,19426.28,325.58,19751.86,9213.45,676.87,9890.32,16681.74,535.62,17217.36,18614.23,26.65,18640.88,5586.73,1924.63,7511.36,7597.59,1576.67,9174.26,7144.11,1661.35,8805.46,7394.13,1506.25,8900.38,6870.77,1426.57,8297.34,6961.25,1519.12,8480.37,6552.25,1583.49,8135.74,5955.91,2498.35,8454.26,4633.9,3610.12,8244.02
182,RBWF,RCBKO-2,D,SC,6732.56,1791.21,8523.77,6893.92,2425.82,9319.74,6429.35,1564.69,7994.04,5882,2175.58,8057.58,6425.34,2361.67,8787.01,5306.99,2150.18,7457.17,4828.55,2466.73,7295.28,5043.11,3406.44,8449.55,4763.94,3146.56,7910.5,5602,2714.4,8316.4,3705.03,3632.82,7337.85,5087.03,3397.48,8484.51,6547.18,2401.95,8949.13,7120.83,2278.86,9399.69,7459.09,1683.27,9142.36,7513.43,2068.35,9581.78,7366.48,1382.63,8749.11,7784.68,1281.56,9066.24,4481.03,2794.95,7275.98,4743.29,2866.54,7609.83,4475.59,3348.55,7824.14,5794.6,2567.6,8362.2,2088.44,4249.77,6338.21,5310.37,2433.11,7743.48,6520.98,1875.5,8396.48,6945.73,1986.72,8932.45,7188.55,1208.12,8396.67,7356.54,1735.35,9091.89,7253.14,2264.52,9517.66,6732.64,1966.89,8699.53,5081.24,3120.51,8201.75,4682.99,3112.2,7795.19,4892.3,2768.84,7661.14,3427.1,3125.54,6552.64,5491.39,1944.55,7435.94,5440.59,2655.85,8096.44,6337.31,1780.37,8117.68,8075.12,1589.41,9664.53,8247.3,1004.19,9251.49,5961.95,2178.88,8140.83,7560.59,1401.39,8961.98,6742.15,2008.28,8750.43,5657.82,2427.89,8085.71,4721.08,2433.03,7154.11,3365.03,4206.2,7571.23,7425.73,628.54,8054.27,1477.96,1882.39,3360.35,4256.83,2877.53,7134.36,5421.86,1235.11,6656.97,7599.3,1368.72,8968.02,7527.07,892.59,8419.66,7874.61,772.78,8647.39,8493.41,1191.59,9685,7892.3,1831.03,9723.33,6578.46,2045.61,8624.07,5907.65,2166.68,8074.33,4342.1,3453.68,7795.78
183,SPRT,DRSLW-1,D,SC,680.81,281.33,962.14,659.92,177.57,837.49,5931.07,202.28,6133.35,11006.71,0,11006.71,9335.56,1060.29,10395.85,0.76,7175.45,7176.21,61.39,8051.39,8112.78,0,9343.48,9343.48,0,9654.28,9654.28,0,9855.81,9855.81,0,9917.13,9917.13,0,10798.2,10798.2,10557.38,133.6,10690.98,10797.68,0,10797.68,10286.83,0,10286.83,10915.65,0,10915.65,7255.97,0,7255.97,6148.83,0,6148.83,5368.68,0.06,5368.74,4993.15,3.19,4996.34,5217.63,4.75,5222.38,5814.87,0.07,5814.94,3795.16,1.43,3796.59,4686.76,40.54,4727.3,6177.12,0,6177.12,6500.31,1,6501.31,4166.56,541.22,4707.78,118.38,1165.17,1283.55,746.69,442.12,1188.81,878.03,735.74,1613.77,50.37,4628.82,4679.19,0,6468.85,6468.85,0,6421.68,6421.68,0,7532.79,7532.79,0,7209.05,7209.05,0,7636.16,7636.16,90.33,6834.65,6924.98,0,7878.35,7878.35,0,7251,7251,0,7918.34,7918.34,0,7870.08,7870.08,0,7773.68,7773.68,0,8470.64,8470.64,0,8109.88,8109.88,0,9343.44,9343.44,118.08,8393.13,8511.21,99.99,8184.16,8284.15,0,8776.92,8776.92,571.74,5432.97,6004.71,289.8,3247.37,3537.17,0,8052.76,8052.76,0,7120.75,7120.75,0,8134.88,8134.88,0,7524.71,7524.71,0,8791.78,8791.78,0,8121.51,8121.51,0,8763.11,8763.11
184,SPRT,CLFLW-1,D,SC,12.36,124.28,136.64,2.82,157.63,160.45,126.12,139.87,265.99,302.42,131.41,433.83,580.93,82.83,663.76,1271.83,41.19,1313.02,452.37,83.84,536.21,638.39,80.67,719.06,627.82,57.72,685.54,618.09,58.91,677,751.9,27.15,779.05,201.07,53.59,254.66,449.85,54.74,504.59,276.31,67.66,343.97,458.8,46.46,505.26,742.27,69.02,811.29,922.65,70.03,992.68,707.63,42.45,750.08,617.37,55.85,673.22,546.55,27.43,573.98,613.08,49.57,662.65,616.37,40.72,657.09,301.44,25.94,327.38,43.29,131.78,175.07,3.11,209.25,212.36,2.09,231.19,233.28,9.21,166.21,175.42,384.44,100.72,485.16,462.74,81.5,544.24,478.57,32.38,510.95,188.45,87.27,275.72,584.85,44.49,629.34,609.92,30.21,640.13,392.93,61.07,454,70.45,95.11,165.56,223.72,44.73,268.45,448.49,32.16,480.65,380.92,51.92,432.84,205.43,79.25,284.68,2.01,112.11,114.12,1.33,112.59,113.92,0.89,103.56,104.45,0.87,87.7,88.57,0,109.73,109.73,0.05,112.09,112.14,319.17,66.75,385.92,228.5,82.9,311.4,179.83,77.56,257.39,14.99,119.31,134.3,38.2,97.05,135.25,282.14,47.53,329.67,271.98,39.32,311.3,257.02,32.4,289.42,5.86,0,5.86,0,0,0,252.89,46.99,299.88,0.66,79.51,80.17
185,SPRT,HRSTW-1,D,SC,10937.61,0,10937.61,6874.27,778.98,7653.25,10292.59,0,10292.59,10625.26,0,10625.26,11284.98,0,11284.98,10457.78,0,10457.78,10960.29,0,10960.29,10904.45,0,10904.45,8635.7,1533.56,10169.26,0,8481.75,8481.75,0,7927.82,7927.82,12682.22,7555.14,20237.36,4375.37,6431.14,10806.51,14940.12,2930.91,17871.03,16746.78,0,16746.78,17443.75,0,17443.75,10170.05,4136.15,14306.2,10696.68,5880.24,16576.92,10904.69,9200.24,20104.93,8707.57,5799.46,14507.03,264.08,3340.62,3604.7,51.92,6561.45,6613.37,143.16,3946.39,4089.55,1234.19,8998.01,10232.2,270.75,3247.84,3518.59,0,0,0,0,0,0,0,0,0,0,0,0,170.66,7300.16,7470.82,370.58,5952.32,6322.9,436.21,7464.59,7900.8,140.57,8697.15,8837.72,985.4,6562.56,7547.96,1203.07,3273.83,4476.9,596.29,7933.25,8529.54,3765.49,6490.58,10256.07,3703.47,7625.03,11328.5,4247.09,4608.86,8855.95,5123.13,3.39,5126.52,3028.84,854.37,3883.21,274.57,1596.3,1870.87,265.23,800.26,1065.49,265.5,882.8,1148.3,1225.95,5480.76,6706.71,16.94,4724.95,4741.89,557.7,5473.64,6031.34,429.97,7073.71,7503.68,11.82,5741.65,5753.47,0,4296.79,4296.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,SPRT,KLGLW-1,D,SC,2282.71,1681.17,3963.88,2748.36,1036.96,3785.32,2111.04,1000.09,3111.13,2702.71,1699.77,4402.48,15156.87,98.38,15255.25,13498.21,3.52,13501.73,15677.4,28.61,15706.01,16740.4,10.84,16751.24,13492,45.09,13537.09,15369.53,18.18,15387.71,12633.15,49.01,12682.16,11981,57.07,12038.07,12544.6,17.94,12562.54,8116.29,344.56,8460.85,13042.04,59.56,13101.6,3891.23,2513.08,6404.31,4756.54,700.12,5456.66,11998.33,351.1,12349.43,11403.57,97.65,11501.22,12127.64,177.1,12304.74,12276.83,112.72,12389.55,16137.57,13.71,16151.28,10937.33,106.71,11044.04,14246.74,32.68,14279.42,14882.47,12.51,14894.98,15040.98,26,15066.98,21322.98,13.3,21336.28,28191.87,40.31,28232.18,13127.39,27.67,13155.06,13561.05,1110.92,14671.97,9920.24,1907.03,11827.27,7864.75,2142.67,10007.42,7588.79,7935.61,15524.4,11.89,20236.39,20248.28,2.25,15026.98,15029.23,1803.7,9547.78,11351.48,1932,9690.4,11622.4,770.84,12574.04,13344.88,5.63,22790.88,22796.51,16.34,21933.4,21949.74,300.26,16934.24,17234.5,292.05,14423.56,14715.61,160.42,15207.98,15368.4,216.17,17180.77,17396.94,11.43,19030.32,19041.75,4.84,21781.66,21786.5,39.32,20301.27,20340.59,13.7,23011.93,23025.63,30.37,22502.04,22532.41,3.34,18820.67,18824.01,95.55,19141.07,19236.62,59,13685.82,13744.82,76.06,16795.21,16871.27,1183.41,16337.53,17520.94,457.22,18869.07,19326.29,63.1,20412.6,20475.7,35.17,19844.88,19880.05
187,SPRT,EWHLW-1,D,SC,2889.2,17.19,2906.39,3513.55,0,3513.55,3357.08,49.76,3406.84,3906.12,0,3906.12,4108.3,0.2,4108.5,3363.37,0,3363.37,2744.78,7.81,2752.59,210.52,116.28,326.8,1347.3,141.87,1489.17,1337.27,78.24,1415.51,624.39,269.32,893.71,749.65,284.45,1034.1,2107.26,96.5,2203.76,222.51,690.73,913.24,166.19,793.33,959.52,27.93,961.94,989.87,82.04,1006.53,1088.57,15.21,1563.97,1579.18,27.77,1997.3,2025.07,8.67,1569.4,1578.07,26,1282.21,1308.21,13.08,1413.37,1426.45,5.57,1633.5,1639.07,13.45,1195.76,1209.21,33.11,977.36,1010.47,273.07,1676.43,1949.5,1489.09,42.9,1531.99,1763.49,194.81,1958.3,29.69,828.76,858.45,36.58,956.63,993.21,204.06,1463.78,1667.84,512.12,299.5,811.62,218.75,770.18,988.93,122.37,913.79,1036.16,165.99,537.49,703.48,308.09,551.13,859.22,203.05,425.24,628.29,259.56,382.65,642.21,263.83,326.05,589.88,408.58,321.79,730.37,158.41,600.16,758.57,364.94,530.39,895.33,802.78,488.52,1291.3,687.13,176.34,863.47,587.26,304.05,891.31,771.23,515.62,1286.85,518.72,722.77,1241.49,555.35,1039.8,1595.15,1265.25,53.85,1319.1,1036.16,60.46,1096.62,638.96,579.41,1218.37,13.59,865.51,879.1,379.45,398.65,778.1,554.72,122.17,676.89,280.75,321.46,602.21,1000.94,55.95,1056.89,1239,142.42,1381.42
188,SPRT,BLLA-2,D,SC,,,,,,,,,,,,,,,,,,,2470.46,231.7,2702.16,1654.03,297.39,1951.42,2319.75,265.08,2584.83,1649.73,167.69,1817.42,2050.67,280.14,2330.81,2749.66,426.78,3176.44,2721.13,214.65,2935.78,2138.13,181.15,2319.28,2015.24,412.16,2427.4,1315.51,546.11,1861.62,1213.18,352.18,1565.36,573.84,213.79,787.63,1509.58,105.95,1615.53,2575.82,131.2,2707.02,2522.03,270.05,2792.08,3927.75,137.05,4064.8,6020.01,244.02,6264.03,3594.47,221.63,3816.1,2806.75,253.91,3060.66,4873.49,94.28,4967.77,3946.98,321.14,4268.12,3394.84,131.02,3525.86,2362.96,131.27,2494.23,2590.35,317.52,2907.87,5211.15,241.81,5452.96,4954.94,300.34,5255.28,3992.18,178.34,4170.52,5164.45,279.5,5443.95,4051.31,140.36,4191.67,4221.97,157.01,4378.98,2842.87,361.73,3204.6,3346.54,483.15,3829.69,2919.94,890.46,3810.4,3167.34,309.99,3477.33,2181.42,217.74,2399.16,3112.73,119.99,3232.72,5573.24,243.97,5817.21,3578.7,416.39,3995.09,6181.86,857.6,7039.46,5318.9,405.16,5724.06,5993.33,596.69,6590.02,4332.86,376.36,4709.22,5229.99,794.06,6024.05,1698.68,1469.04,3167.72,2430.12,1254.36,3684.48,1686.94,774.02,2460.96,6177.42,63.72,6241.14,3051.43,408.44,3459.87,4953.34,1433.54,6386.88,3525.29,2334.92,5860.21,6663.99,2190.19,8854.18
189,SSEG,GLNDO-1,D,SC,2253.93,167.24,2421.17,1228.68,125.88,1354.56,450.68,99.23,549.91,922.96,52.16,975.12,372.79,17.24,390.03,2090.03,90.91,2180.94,2176.83,146.49,2323.32,3306.84,472.47,3779.31,2237.01,506.34,2743.35,959.62,49.17,1008.79,1873.38,77.13,1950.51,3229.52,270.92,3500.44,1691.38,97.54,1788.92,577.46,13.71,591.17,169.46,4.32,173.78,63.37,18.55,81.92,222.99,45.2,268.19,72.16,10.28,82.44,2372.74,163.97,2536.71,2815.61,241.45,3057.06,1411.34,36.44,1447.78,2264.92,293.4,2558.32,1976.38,200.34,2176.72,2165.26,81.46,2246.72,1100.64,107.02,1207.66,0,0,0,1010.57,30.55,1041.12,441.35,12.82,454.17,254.66,3.15,257.81,367.76,21.13,388.89,3565,57.27,3622.27,2660.92,58.79,2719.71,801.53,65.61,867.14,3149.78,109.83,3259.61,2582.69,123.77,2706.46,1112.45,135.88,1248.33,266.81,142.95,409.76,190.54,1.12,191.66,47.97,1.04,49.01,1209.58,14.42,1224,792.53,42.91,835.44,827.04,888.55,1715.59,762.08,2363.24,3125.32,1253.46,63.56,1317.02,4510.18,47.5,4557.68,1752.28,327.95,2080.23,2990.07,128.63,3118.7,4865.66,19.39,4885.05,1997.67,93.99,2091.66,482.28,66.96,549.24,728.62,47.41,776.03,260.76,17.07,277.83,807.53,146.88,954.41,586.31,81.39,667.7,1183.55,88.62,1272.17,911.12,43.81,954.93,3478.19,54.84,3533.03
190,SSEG,FASN_04Z,D,SC,209.18,172.24,381.42,228.37,144.82,373.19,356.4,37.61,394.01,223.3,173.64,396.94,315.23,56.34,371.57,275.5,102.4,377.9,189.96,194.14,384.1,87.17,380.3,467.47,109.44,182.66,292.1,196.87,140.98,337.85,168.2,126.64,294.84,493.37,84.87,578.24,420.08,122.16,542.24,499.23,73.65,572.88,76.44,56.03,132.47,26.6,74.18,100.78,244.51,125.59,370.1,276.86,29.12,305.98,221.99,267.57,489.56,181.57,190.95,372.52,128.38,240.42,368.8,170.66,142.72,313.38,107.9,260.15,368.05,274.03,98.61,372.64,268.59,74.29,342.88,273.94,106.23,380.17,318.72,88.58,407.3,268.78,106.4,375.18,382.97,54.58,437.55,297.7,39.23,336.93,190.71,192.65,383.36,216.5,152.25,368.75,275.45,134.14,409.59,245.94,163.82,409.76,81.86,350.32,432.18,363.23,97.93,461.16,307.62,135.77,443.39,395.22,61.46,456.68,37.49,4.42,41.91,65.11,0.08,65.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,112.53,112.54,0.21,0.91,1.12,262.36,40.06,302.42,333.68,36.96,370.64,386.1,71.38,457.48,69.95,175.39,245.34,165.17,157.35,322.52,261.23,89.05,350.28,322.79,57.02,379.81,209.69,138.79,348.48,78.79,145.11,223.9
